GeneName	condition
Hist1h3a	colon_uc_up_day4
Neurog3	colon_uc_up_day4
C1rl	colon_uc_up_day4
Mybl2	colon_uc_up_day4
Col20a1	colon_uc_up_day4
Chl1	colon_uc_up_day4
Afap1l2	colon_uc_up_day4
Pla2g4f	colon_uc_up_day4
Has1	colon_uc_up_day4
Diras2	colon_uc_up_day4
S1pr3	colon_uc_up_day4
S100a8	colon_uc_up_day4
Gm43302	colon_uc_up_day4
Angptl4	colon_uc_up_day4
Sprr2h	colon_uc_up_day4
Actg2	colon_uc_up_day4
Pira2	colon_uc_up_day4
Ankrd1	colon_uc_up_day4
Bcl2a1b	colon_uc_up_day4
Nfe2	colon_uc_up_day4
Ccr4	colon_uc_up_day4
Bcl2a1a	colon_uc_up_day4
C130050O18Rik	colon_uc_up_day4
Col3a1	colon_uc_up_day4
Dkk2	colon_uc_up_day4
Ereg	colon_uc_up_day4
Nos1	colon_uc_up_day4
Itgam	colon_uc_up_day4
Aoah	colon_uc_up_day4
Fgf10	colon_uc_up_day4
Fst	colon_uc_up_day4
Gpnmb	colon_uc_up_day4
Wfdc21	colon_uc_up_day4
Adam12	colon_uc_up_day4
Havcr2	colon_uc_up_day4
Tcf24	colon_uc_up_day4
Lama1	colon_uc_up_day4
Pla1a	colon_uc_up_day4
Serpina3f	colon_uc_up_day4
Grrp1	colon_uc_up_day4
Sele	colon_uc_up_day4
Efemp2	colon_uc_up_day4
Adamts1	colon_uc_up_day4
Ggt5	colon_uc_up_day4
Crocc2	colon_uc_up_day4
Hdc	colon_uc_up_day4
Sirpb1b	colon_uc_up_day4
Cxcl9	colon_uc_up_day4
Gm26620	colon_uc_up_day4
Tubb4a	colon_uc_up_day4
Chil1	colon_uc_up_day4
Dner	colon_uc_up_day4
Chrna6	colon_uc_up_day4
Fxyd7	colon_uc_up_day4
Ednra	colon_uc_up_day4
Ido1	colon_uc_up_day4
Krt17	colon_uc_up_day4
Hand1	colon_uc_up_day4
Ccl3	colon_uc_up_day4
Kcng4	colon_uc_up_day4
Mmd2	colon_uc_up_day4
Chodl	colon_uc_up_day4
Ifng	colon_uc_up_day4
Il1a	colon_uc_up_day4
Sv2a	colon_uc_up_day4
Gm9733	colon_uc_up_day4
Prrx2	colon_uc_up_day4
Gm4070	colon_uc_up_day4
Gzmc	colon_uc_up_day4
Slc17a8	colon_uc_up_day4
Sik1	colon_uc_up_day4
Atp2b2	colon_uc_up_day4
Cyp26b1	colon_uc_up_day4
Olfr56	colon_uc_up_day4
Zmynd15	colon_uc_up_day4
Pcna-ps2	colon_uc_up_day4
C1ql1	colon_uc_up_day4
Itih4	colon_uc_up_day4
Hs3st2	colon_uc_up_day4
Hist1h3i	colon_uc_up_day4
Des	colon_uc_up_day4
Bhlhe22	colon_uc_up_day4
C4b	colon_uc_up_day4
Tex12	colon_uc_up_day4
Scube3	colon_uc_up_day4
Exoc3l4	colon_uc_up_day4
Cd4	colon_uc_up_day4
Matn4	colon_uc_up_day4
Gchfr	colon_uc_up_day4
Atp6v0a4	colon_uc_up_day4
Col5a2	colon_uc_up_day4
Serpina1b	colon_uc_up_day4
Nrg1	colon_uc_up_day4
Saxo1	colon_uc_up_day4
Fetub	colon_uc_up_day4
Rpl9-ps6	colon_uc_up_day4
Pcdh10	colon_uc_up_day4
Slc4a11	colon_uc_up_day4
Cldn8	colon_uc_up_day4
Hoxc4	colon_uc_up_day4
Cav3	colon_uc_up_day4
Bmp8b	colon_uc_up_day4
Slit3	colon_uc_up_day4
Cfi	colon_uc_up_day4
Duxbl3	colon_uc_up_day4
Csgalnact1	colon_uc_up_day4
Klra5	colon_uc_up_day4
Medag	colon_uc_up_day4
Adamts9	colon_uc_up_day4
Hesx1	colon_uc_up_day4
Inhbb	colon_uc_up_day4
Hist1h2ah	colon_uc_up_day4
Il5ra	colon_uc_up_day4
Dlgap2	colon_uc_up_day4
Gdf3	colon_uc_up_day4
C3	colon_uc_up_day4
Yy2	colon_uc_up_day4
Cyp7b1	colon_uc_up_day4
Kng1	colon_uc_up_day4
F13a1	colon_uc_up_day4
Dmgdh	colon_uc_up_day4
Gria1	colon_uc_up_day4
Sectm1a	colon_uc_up_day4
Cartpt	colon_uc_up_day4
Mfap2	colon_uc_up_day4
Mab21l3	colon_uc_up_day4
Nrgn	colon_uc_up_day4
Hist1h2ap	colon_uc_up_day4
Tecta	colon_uc_up_day4
Krt78	colon_uc_up_day4
Gm3055	colon_uc_up_day4
Dab1	colon_uc_up_day4
Dnmt3l	colon_uc_up_day4
Ocstamp	colon_uc_up_day4
Osmr	colon_uc_up_day4
Krt80	colon_uc_up_day4
Siglec1	colon_uc_up_day4
1810011H11Rik	colon_uc_up_day4
Gm14548	colon_uc_up_day4
Acod1	colon_uc_up_day4
Madcam1	colon_uc_up_day4
Fabp7	colon_uc_up_day4
Pde4b	colon_uc_up_day4
Slc10a4	colon_uc_up_day4
Gm42417	colon_uc_up_day4
Hist1h2ac	colon_uc_up_day4
Olfml2b	colon_uc_up_day4
Ly6h	colon_uc_up_day4
Vtn	colon_uc_up_day4
Rspo3	colon_uc_up_day4
Gm9747	colon_uc_up_day4
Dnah6	colon_uc_up_day4
Klra6	colon_uc_up_day4
Tfec	colon_uc_up_day4
Nlrp3	colon_uc_up_day4
Arsi	colon_uc_up_day4
Rnf183	colon_uc_up_day4
Kndc1	colon_uc_up_day4
Vsnl1	colon_uc_up_day4
Il22	colon_uc_up_day4
Ifi213	colon_uc_up_day4
Hoxd3	colon_uc_up_day4
Gpr84	colon_uc_up_day4
Emilin1	colon_uc_up_day4
Gm43191	colon_uc_up_day4
Sapcd1	colon_uc_up_day4
Spns3	colon_uc_up_day4
Gm3558	colon_uc_up_day4
Otogl	colon_uc_up_day4
Gm15448	colon_uc_up_day4
Gpr149	colon_uc_up_day4
A530064D06Rik	colon_uc_up_day4
Igsf21	colon_uc_up_day4
Glis1	colon_uc_up_day4
Pcdhga8	colon_uc_up_day4
Col17a1	colon_uc_up_day4
Kirrel3	colon_uc_up_day4
Best1	colon_uc_up_day4
Gdf5	colon_uc_up_day4
Ntn5	colon_uc_up_day4
Ccdc60	colon_uc_up_day4
Cngb1	colon_uc_up_day4
Chrna4	colon_uc_up_day4
Sit1	colon_uc_up_day4
Rapsn	colon_uc_up_day4
Lilrb4a	colon_uc_up_day4
Slc18a3	colon_uc_up_day4
Susd2	colon_uc_up_day4
Has2	colon_uc_up_day4
Clcn1	colon_uc_up_day4
Garem2	colon_uc_up_day4
Scgb3a1	colon_uc_up_day4
Gbp10	colon_uc_up_day4
Nlrp1a	colon_uc_up_day4
E2f7	colon_uc_up_day4
Cckar	colon_uc_up_day4
Gm21411	colon_uc_up_day4
Kcnq2	colon_uc_up_day4
Gm3755	colon_uc_up_day4
Cyp2d9	colon_uc_up_day4
Hist1h2ab	colon_uc_up_day4
Gem	colon_uc_up_day4
Atg9b	colon_uc_up_day4
Nipal4	colon_uc_up_day4
Gabrg3	colon_uc_up_day4
Dlx3	colon_uc_up_day4
Hist1h2bk	colon_uc_up_day4
Klra17	colon_uc_up_day4
Hsf2bp	colon_uc_up_day4
Mrc1	colon_uc_up_day4
Vcan	colon_uc_up_day4
Tnfsf11	colon_uc_up_day4
Slc9a9	colon_uc_up_day4
Ccl21b	colon_uc_up_day4
Ccl21c	colon_uc_up_day4
Cep72	colon_uc_up_day4
Olfm3	colon_uc_up_day4
Barx2	colon_uc_up_day4
Gm2163	colon_uc_up_day4
Gpr176	colon_uc_up_day4
Slamf1	colon_uc_up_day4
Adamts12	colon_uc_up_day4
Pdcd1	colon_uc_up_day4
Tcte3	colon_uc_up_day4
Mtnr1a	colon_uc_up_day4
Tmem40	colon_uc_up_day4
Zfp708	colon_uc_up_day4
Gm996	colon_uc_up_day4
Col4a2	colon_uc_up_day4
Cd300ld4	colon_uc_up_day4
Dnah7a	colon_uc_up_day4
Gng8	colon_uc_up_day4
Col4a1	colon_uc_up_day4
Oprk1	colon_uc_up_day4
Crybb1	colon_uc_up_day4
Prr16	colon_uc_up_day4
Ano5	colon_uc_up_day4
Igfbp2	colon_uc_up_day4
Hist1h2bj	colon_uc_up_day4
Zfp804a	colon_uc_up_day4
Ccdc65	colon_uc_up_day4
Hdx	colon_uc_up_day4
Sln	colon_uc_up_day4
BC106179	colon_uc_up_day4
Trim43b	colon_uc_up_day4
Pcdhb12	colon_uc_up_day4
Pcdhgc5	colon_uc_up_day4
Rasal1	colon_uc_up_day4
Foxs1	colon_uc_up_day4
Stac2	colon_uc_up_day4
Gm9913	colon_uc_up_day4
Bcat1	colon_uc_up_day4
Tslp	colon_uc_up_day4
Ttc9b	colon_uc_up_day4
Itga5	colon_uc_up_day4
Cryba4	colon_uc_up_day4
D6Ertd527e	colon_uc_up_day4
Gm5819	colon_uc_up_day4
Amer3	colon_uc_up_day4
Plekha4	colon_uc_up_day4
Klra1	colon_uc_up_day4
Xlr4a	colon_uc_up_day4
Adamts5	colon_uc_up_day4
Zkscan16	colon_uc_up_day4
Zfp972	colon_uc_up_day4
Duxbl1	colon_uc_up_day4
Rnft2	colon_uc_up_day4
Pcdha9	colon_uc_up_day4
Pcdhb9	colon_uc_up_day4
Slc6a2	colon_uc_up_day4
S100a3	colon_uc_up_day4
Mrc2	colon_uc_up_day4
Stx11	colon_uc_up_day4
R3hdml	colon_uc_up_day4
Krt4	colon_uc_up_day4
Brinp3	colon_uc_up_day4
Hist1h4n	colon_uc_up_day4
Gm15013	colon_uc_up_day4
Bhmt	colon_uc_up_day4
Pak7	colon_uc_up_day4
Oprl1	colon_uc_up_day4
Gm28051	colon_uc_up_day4
Trim30c	colon_uc_up_day4
Cdk15	colon_uc_up_day4
Shd	colon_uc_up_day4
Pim2	colon_uc_up_day4
Il13ra2	colon_uc_up_day4
Spata9	colon_uc_up_day4
Rab44	colon_uc_up_day4
Wdr17	colon_uc_up_day4
Lipk	colon_uc_up_day4
Frem1	colon_uc_up_day4
Neil2	colon_uc_up_day4
Ch25h	colon_uc_up_day4
St6gal2	colon_uc_up_day4
Adm	colon_uc_up_day4
Pcdhb10	colon_uc_up_day4
Gm15821	colon_uc_up_day4
Adprhl1	colon_uc_up_day4
Ace3	colon_uc_up_day4
Ropn1l	colon_uc_up_day4
Clgn	colon_uc_up_day4
Dbp	colon_uc_down_day4
Slc10a2	colon_uc_down_day4
Per2	colon_uc_down_day4
Ciart	colon_uc_down_day4
Cys1	colon_uc_down_day4
Fabp2	colon_uc_down_day4
Inmt	colon_uc_down_day4
1700057G04Rik	colon_uc_down_day4
Tef	colon_uc_down_day4
Slc9a3	colon_uc_down_day4
Slc20a1	colon_uc_down_day4
Greb1	colon_uc_down_day4
Fkbp5	colon_uc_down_day4
Myoc	colon_uc_down_day4
Lrrtm1	colon_uc_down_day4
Fmo2	colon_uc_down_day4
Per3	colon_uc_down_day4
Clec2d	colon_uc_down_day4
Acot5	colon_uc_down_day4
Bhlhe41	colon_uc_down_day4
Tgm7	colon_uc_down_day4
Rgcc	colon_uc_down_day4
Hlf	colon_uc_down_day4
Rasd2	colon_uc_down_day4
Usp2	colon_uc_down_day4
Slc22a4	colon_uc_down_day4
Cpn1	colon_uc_down_day4
Hc	colon_uc_down_day4
Prg4	colon_uc_down_day4
P2ry4	colon_uc_down_day4
Grik2	colon_uc_down_day4
Lpar3	colon_uc_down_day4
Spsb4	colon_uc_down_day4
Slc22a12	colon_uc_down_day4
Fabp6	colon_uc_down_day4
Lrp2	colon_uc_down_day4
Axin2	colon_uc_down_day4
C1qtnf3	colon_uc_down_day4
Erich5	colon_uc_down_day4
Clca4a	colon_uc_down_day4
Gm20441	colon_uc_down_day4
Tcap	colon_uc_down_day4
Bhlha15	colon_uc_down_day4
Scnn1g	colon_uc_down_day4
Ascl2	colon_uc_down_day4
Gm2897	colon_uc_down_day4
Cyp4f14	colon_uc_down_day4
Frmd3	colon_uc_down_day4
Trpm6	colon_uc_down_day4
Serpina3k	colon_uc_down_day4
Kcne3	colon_uc_down_day4
Cyp4f15	colon_uc_down_day4
Gm5814	colon_uc_down_day4
Gml	colon_uc_down_day4
Gpr17	colon_uc_down_day4
Krt84	colon_uc_down_day4
Thrsp	colon_uc_down_day4
Hist1h2an	colon_uc_down_day4
Hsph1	colon_uc_down_day4
2010003K11Rik	colon_uc_down_day4
Nptx1	colon_uc_down_day4
Bnc1	colon_uc_down_day4
Comp	colon_uc_down_day4
Hhip	colon_uc_down_day4
Gm14226	colon_uc_down_day4
Slc37a2	colon_uc_down_day4
Lilra6	colon_uc_down_day4
Serpind1	colon_uc_down_day4
Ankrd23	colon_uc_down_day4
Pmp22	colon_uc_down_day4
Mptx1	colon_uc_down_day4
Lhx3	colon_uc_down_day4
Gm21885	colon_uc_down_day4
Gm10184	colon_uc_down_day4
Pbp2	colon_uc_down_day4
Gm9992	colon_uc_down_day4
Il18r1	colon_uc_down_day4
Slc26a3	colon_uc_down_day4
Vwa2	colon_uc_down_day4
8430408G22Rik	colon_uc_down_day4
Pnpla3	colon_uc_down_day4
Akr1c14	colon_uc_down_day4
A530016L24Rik	colon_uc_down_day4
Boc	colon_uc_down_day4
Atp12a	colon_uc_down_day4
Rbm8a2	colon_uc_down_day4
Gm20708	colon_uc_down_day4
Lctl	colon_uc_down_day4
Apoa1	colon_uc_down_day4
Muc16	colon_uc_down_day4
Apoc3	colon_uc_down_day4
Scn4b	colon_uc_down_day4
Apoa5	colon_uc_down_day4
Ptgfr	colon_uc_down_day4
Aqp12	colon_uc_down_day4
Ankef1	colon_uc_down_day4
Scgb2b15	colon_uc_down_day4
Capsl	colon_uc_down_day4
Ttc30a2	colon_uc_down_day4
Lrrn4	colon_uc_down_day4
Gng13	colon_uc_down_day4
Gm12166	colon_uc_down_day4
Cyp2e1	colon_uc_down_day4
Stmnd1	colon_uc_down_day4
Gnat1	colon_uc_down_day4
Flnc	colon_uc_down_day4
Lgr5	colon_uc_down_day4
Serpina9	colon_uc_down_day4
H60c	colon_uc_down_day4
Mroh3	colon_uc_down_day4
Actn2	colon_uc_down_day4
Gm19684	colon_uc_down_day4
Wnt10b	colon_uc_down_day4
Slc26a1	colon_uc_down_day4
Mettl7a3	colon_uc_down_day4
Timp4	colon_uc_down_day4
A730015C16Rik	colon_uc_down_day4
Ripply1	colon_uc_down_day4
Slc6a13	colon_uc_down_day4
Gm10197	colon_uc_down_day4
Slc51b	colon_uc_down_day4
Slc16a8	colon_uc_down_day4
Trpv3	colon_uc_down_day4
Cidec	colon_uc_down_day4
Adcy8	colon_uc_down_day4
Agr3	colon_uc_down_day4
Gm7879	colon_uc_down_day4
Gm3468	colon_uc_down_day4
Pagr1a	colon_uc_down_day4
Dnah7c	colon_uc_down_day4
Klk1b11	colon_uc_down_day4
Fam69c	colon_uc_down_day4
Nr1i3	colon_uc_down_day4
Vpreb3	colon_uc_down_day4
Zfp781	colon_uc_down_day4
Nat8l	colon_uc_down_day4
Zbed6	colon_uc_down_day4
Uox	colon_uc_down_day4
Itln1	colon_uc_down_day4
Cpvl	colon_uc_down_day4
Map3k19	colon_uc_down_day4
Hist1h4j	colon_uc_down_day4
Syt10	colon_uc_down_day4
Pcx	colon_uc_down_day4
St3gal5	colon_uc_down_day4
Mcpt4	colon_uc_down_day4
Zic1	colon_uc_down_day4
Pla2g4b	colon_uc_down_day4
Apoa4	colon_uc_down_day4
Retn	colon_uc_down_day4
Gm38392	colon_uc_down_day4
Paqr9	colon_uc_down_day4
Pon1	colon_uc_down_day4
Treh	colon_uc_down_day4
Gm3839	colon_uc_down_day4
Pcdha7	colon_uc_down_day4
Ptchd1	colon_uc_down_day4
Tekt1	colon_uc_down_day4
Kcnj13	colon_uc_down_day4
Ucp3	colon_uc_down_day4
Gm14419	colon_uc_down_day4
Cfap57	colon_uc_down_day4
Duxbl2	colon_uc_down_day4
Aqp8	colon_uc_down_day4
Gm15737	colon_uc_down_day4
Gm10031	colon_uc_down_day4
Gm26992	colon_uc_down_day4
Ttll3	colon_uc_down_day4
Gm20521	colon_uc_down_day4
Rpl3l	colon_uc_down_day4
Slc26a8	colon_uc_down_day4
Lep	colon_uc_down_day4
Ndp	colon_uc_down_day4
C9	colon_uc_down_day4
Gm4767	colon_uc_down_day4
Btbd16	colon_uc_down_day4
Gm10775	colon_uc_down_day4
Cemip	colon_uc_up_day6
Tnip3	colon_uc_up_day6
Il4ra	colon_uc_up_day6
Sval1	colon_uc_up_day6
Il11	colon_uc_up_day6
Mmp10	colon_uc_up_day6
Mmp3	colon_uc_up_day6
Prss22	colon_uc_up_day6
Il1r2	colon_uc_up_day6
Cyp1b1	colon_uc_up_day6
Mfsd2a	colon_uc_up_day6
Mcpt2	colon_uc_up_day6
A2m	colon_uc_up_day6
Gfap	colon_uc_up_day6
Adamts4	colon_uc_up_day6
Mmp13	colon_uc_up_day6
Chrdl2	colon_uc_up_day6
Lbp	colon_uc_up_day6
Mcpt1	colon_uc_up_day6
Kng2	colon_uc_up_day6
Selp	colon_uc_up_day6
Csf3	colon_uc_up_day6
Lcn2	colon_uc_up_day6
Tmem173	colon_uc_up_day6
Duoxa2	colon_uc_up_day6
Ms4a4c	colon_uc_up_day6
Il6	colon_uc_up_day6
Prss27	colon_uc_up_day6
Spon2	colon_uc_up_day6
Lgals2	colon_uc_up_day6
Ccr2	colon_uc_up_day6
Csf2rb	colon_uc_up_day6
Ltf	colon_uc_up_day6
Zbp1	colon_uc_up_day6
Prnd	colon_uc_up_day6
Timp1	colon_uc_up_day6
Slfn2	colon_uc_up_day6
Ly6g	colon_uc_up_day6
Trim15	colon_uc_up_day6
Duoxa1	colon_uc_up_day6
Mmp8	colon_uc_up_day6
Gm14137	colon_uc_up_day6
Nos2	colon_uc_up_day6
Sirpb1c	colon_uc_up_day6
Reg3g	colon_uc_up_day6
Adgrf1	colon_uc_up_day6
Ccl8	colon_uc_up_day6
Serpina3m	colon_uc_up_day6
Coro1a	colon_uc_up_day6
Cd300a	colon_uc_up_day6
Ciita	colon_uc_up_day6
Slfn1	colon_uc_up_day6
Tnf	colon_uc_up_day6
Myo1g	colon_uc_up_day6
Cxcl1	colon_uc_up_day6
Retnlg	colon_uc_up_day6
Irf5	colon_uc_up_day6
Socs3	colon_uc_up_day6
Themis2	colon_uc_up_day6
Sprr2a3	colon_uc_up_day6
Il10ra	colon_uc_up_day6
Cpxm1	colon_uc_up_day6
Myl7	colon_uc_up_day6
Igsf6	colon_uc_up_day6
Cd300lb	colon_uc_up_day6
Cxcl5	colon_uc_up_day6
Lag3	colon_uc_up_day6
Sla	colon_uc_up_day6
Cyth4	colon_uc_up_day6
Steap4	colon_uc_up_day6
Lrg1	colon_uc_up_day6
Serpina3n	colon_uc_up_day6
Nfil3	colon_uc_up_day6
Lst1	colon_uc_up_day6
Gstp3	colon_uc_up_day6
Ptx3	colon_uc_up_day6
Saa3	colon_uc_up_day6
Cd300c2	colon_uc_up_day6
Ripk3	colon_uc_up_day6
Ly6a	colon_uc_up_day6
Cd52	colon_uc_up_day6
Fcgr4	colon_uc_up_day6
Lcp1	colon_uc_up_day6
Stom	colon_uc_up_day6
Ncf1	colon_uc_up_day6
Nt5c1a	colon_uc_up_day6
Clca4b	colon_uc_up_day6
Arhgap25	colon_uc_up_day6
Igfbp5	colon_uc_up_day6
Parvg	colon_uc_up_day6
Duox2	colon_uc_up_day6
Rasl11a	colon_uc_up_day6
Dhrs9	colon_uc_up_day6
Trim29	colon_uc_up_day6
Tyrobp	colon_uc_up_day6
Lrp8	colon_uc_up_day6
Ccr5	colon_uc_up_day6
Mmp25	colon_uc_up_day6
Cpn2	colon_uc_up_day6
Il18bp	colon_uc_up_day6
Capg	colon_uc_up_day6
Myo1f	colon_uc_up_day6
Tnfaip8l2	colon_uc_up_day6
Alpl	colon_uc_up_day6
Pappa2	colon_uc_up_day6
Ptprc	colon_uc_up_day6
Pla2g5	colon_uc_up_day6
Ren1	colon_uc_up_day6
Csf2rb2	colon_uc_up_day6
F10	colon_uc_up_day6
Ms4a18	colon_uc_up_day6
Fxyd5	colon_uc_up_day6
Gm5431	colon_uc_up_day6
Tgm1	colon_uc_up_day6
Hcls1	colon_uc_up_day6
Dio3	colon_uc_up_day6
Fam26f	colon_uc_up_day6
Nfam1	colon_uc_up_day6
Retnlb	colon_uc_up_day6
Anxa8	colon_uc_up_day6
Ifitm6	colon_uc_up_day6
Ifitm3	colon_uc_up_day6
Hgf	colon_uc_up_day6
Clec4d	colon_uc_up_day6
Ms4a6c	colon_uc_up_day6
Fcgr1	colon_uc_up_day6
Muc1	colon_uc_up_day6
Olfml3	colon_uc_up_day6
Lyz2	colon_uc_up_day6
Sp110	colon_uc_up_day6
Csf3r	colon_uc_up_day6
E2f2	colon_uc_up_day6
Slc16a3	colon_uc_up_day6
Gm13304	colon_uc_up_day6
Reg3b	colon_uc_up_day6
Myot	colon_uc_up_day6
Dtx3l	colon_uc_up_day6
Aqp4	colon_uc_up_day6
Cd14	colon_uc_up_day6
Marco	colon_uc_up_day6
Evi2b	colon_uc_up_day6
Ifit2	colon_uc_up_day6
Wisp2	colon_uc_up_day6
Alox5ap	colon_uc_up_day6
Clec10a	colon_uc_up_day6
Fermt3	colon_uc_up_day6
Sash3	colon_uc_up_day6
Vsig1	colon_uc_up_day6
Itgax	colon_uc_up_day6
Il1b	colon_uc_up_day6
Fdft1	colon_uc_up_day6
Krt36	colon_uc_up_day6
Ifitm1	colon_uc_up_day6
Pirb	colon_uc_up_day6
Sell	colon_uc_up_day6
Mpeg1	colon_uc_up_day6
Lox	colon_uc_up_day6
Ccr1	colon_uc_up_day6
Pof1b	colon_uc_up_day6
Igfbp4	colon_uc_up_day6
B430306N03Rik	colon_uc_up_day6
Mgp	colon_uc_up_day6
Angpt4	colon_uc_up_day6
Arntl	colon_uc_up_day6
Clec4a2	colon_uc_up_day6
Itgb2	colon_uc_up_day6
Ifit1bl1	colon_uc_up_day6
Cxcl16	colon_uc_up_day6
Fcgr3	colon_uc_up_day6
Cyp4f18	colon_uc_up_day6
B3gnt5	colon_uc_up_day6
Trim40	colon_uc_up_day6
Sirpb1a	colon_uc_up_day6
Tap1	colon_uc_up_day6
Nckap1l	colon_uc_up_day6
Pcsk9	colon_uc_up_day6
Wfdc17	colon_uc_up_day6
Fcgr2b	colon_uc_up_day6
Ifi205	colon_uc_up_day6
Bcl2l15	colon_uc_up_day6
Cd48	colon_uc_up_day6
Apobr	colon_uc_up_day6
Slc28a3	colon_uc_up_day6
Ccr7	colon_uc_up_day6
Ly6f	colon_uc_up_day6
Clec4a3	colon_uc_up_day6
Trem2	colon_uc_up_day6
Cd72	colon_uc_up_day6
Myrfl	colon_uc_up_day6
Col18a1	colon_uc_up_day6
Gna14	colon_uc_up_day6
Adam8	colon_uc_up_day6
Bst1	colon_uc_up_day6
Akr1c18	colon_uc_up_day6
Cd68	colon_uc_up_day6
Mvd	colon_uc_up_day6
Laptm5	colon_uc_up_day6
Pld4	colon_uc_up_day6
G430049J08Rik	colon_uc_up_day6
Ms4a6d	colon_uc_up_day6
Ubd	colon_uc_up_day6
Cd300ld	colon_uc_up_day6
Dock2	colon_uc_up_day6
Lair1	colon_uc_up_day6
Xcr1	colon_uc_up_day6
Ifi47	colon_uc_up_day6
Slc15a3	colon_uc_up_day6
Dnase1l3	colon_uc_up_day6
Lgmn	colon_uc_up_day6
Hp	colon_uc_up_day6
B3galt5	colon_uc_up_day6
Fpr1	colon_uc_up_day6
Inhba	colon_uc_up_day6
Gm11361	colon_uc_up_day6
Draxin	colon_uc_up_day6
Cd86	colon_uc_up_day6
Ptk6	colon_uc_up_day6
Lgi2	colon_uc_up_day6
Mmp7	colon_uc_up_day6
Lrrc25	colon_uc_up_day6
Nlrc5	colon_uc_up_day6
Rinl	colon_uc_up_day6
Chil3	colon_uc_up_day6
Cfp	colon_uc_up_day6
Grem1	colon_uc_up_day6
Tnfrsf9	colon_uc_up_day6
Itgal	colon_uc_up_day6
Ncf4	colon_uc_up_day6
Spon1	colon_uc_up_day6
Clec4n	colon_uc_up_day6
Plek	colon_uc_up_day6
Ms4a12	colon_uc_up_day6
Tacr1	colon_uc_up_day6
Ly86	colon_uc_up_day6
Gbp2	colon_uc_up_day6
Anxa9	colon_uc_up_day6
Aif1	colon_uc_up_day6
Ccl2	colon_uc_up_day6
Gsap	colon_uc_up_day6
Hk3	colon_uc_up_day6
Ms4a10	colon_uc_up_day6
Hbb-bt	colon_uc_up_day6
AB124611	colon_uc_up_day6
Tifa	colon_uc_up_day6
S100a9	colon_uc_up_day6
Gbp9	colon_uc_up_day6
Serpina3i	colon_uc_up_day6
H2-M2	colon_uc_up_day6
Cybb	colon_uc_up_day6
Rhov	colon_uc_up_day6
Relt	colon_uc_up_day6
Grhl3	colon_uc_up_day6
Ifi207	colon_uc_up_day6
Spi1	colon_uc_up_day6
Chst13	colon_uc_up_day6
Fgf23	colon_uc_up_day6
Sp140	colon_uc_up_day6
Clec4a1	colon_uc_up_day6
Nxpe5	colon_uc_up_day6
Msr1	colon_uc_up_day6
C1qb	colon_uc_up_day6
Tarm1	colon_uc_up_day6
Il18	colon_uc_up_day6
Lcp2	colon_uc_up_day6
Arhgap30	colon_uc_up_day6
Ms4a4a	colon_uc_up_day6
Tlr13	colon_uc_up_day6
Siglece	colon_uc_up_day6
Dnah17	colon_uc_up_day6
Evi2a	colon_uc_up_day6
Ms4a6b	colon_uc_up_day6
Iigp1	colon_uc_up_day6
Trim10	colon_uc_up_day6
Eln	colon_uc_up_day6
F830016B08Rik	colon_uc_up_day6
Prtn3	colon_uc_up_day6
Khdc1a	colon_uc_up_day6
Il33	colon_uc_up_day6
Capn11	colon_uc_up_day6
Ptafr	colon_uc_up_day6
Ifi209	colon_uc_up_day6
Bmper	colon_uc_up_day6
Thpo	colon_uc_up_day6
Slamf8	colon_uc_up_day6
Bdkrb1	colon_uc_up_day6
Adgre4	colon_uc_up_day6
Ackr1	colon_uc_up_day6
Plxnc1	colon_uc_up_day6
Fpr2	colon_uc_up_day6
Srgn	colon_uc_up_day6
Il1rl1	colon_uc_up_day6
Tgtp2	colon_uc_up_day6
Tlr9	colon_uc_up_day6
Gm4951	colon_uc_up_day6
Cd5	colon_uc_up_day6
Pilra	colon_uc_up_day6
Ccl7	colon_uc_up_day6
Zfp993	colon_uc_up_day6
Btk	colon_uc_up_day6
Mybpc2	colon_uc_up_day6
Igtp	colon_uc_up_day6
Ly6i	colon_uc_up_day6
Rnf125	colon_uc_up_day6
Il21r	colon_uc_up_day6
Pde11a	colon_uc_up_day6
Spn	colon_uc_up_day6
Cd84	colon_uc_up_day6
Arhgap40	colon_uc_up_day6
Alox15	colon_uc_up_day6
Gm5150	colon_uc_up_day6
Clec4e	colon_uc_up_day6
Fcer1g	colon_uc_up_day6
Npl	colon_uc_up_day6
Cebpe	colon_uc_up_day6
Zc3h12a	colon_uc_up_day6
Abcg3	colon_uc_up_day6
Gbp4	colon_uc_up_day6
Slc7a11	colon_uc_up_day6
Mdfi	colon_uc_up_day6
Wfdc18	colon_uc_up_day6
Cxcl3	colon_uc_up_day6
Fhl3	colon_uc_up_day6
43160	colon_uc_up_day6
Emb	colon_uc_up_day6
Serpina10	colon_uc_up_day6
Slamf9	colon_uc_up_day6
Cd38	colon_uc_up_day6
Cd53	colon_uc_up_day6
Cxcl13	colon_uc_up_day6
Ccr3	colon_uc_up_day6
Fer1l4	colon_uc_up_day6
Pi16	colon_uc_up_day6
C6	colon_uc_up_day6
Serpina3g	colon_uc_up_day6
Ugt1a2	colon_uc_up_day6
Vcam1	colon_uc_up_day6
Ms4a7	colon_uc_up_day6
Napsa	colon_uc_up_day6
Clnk	colon_uc_up_day6
Vill	colon_uc_up_day6
Adssl1	colon_uc_up_day6
Lrrc4	colon_uc_up_day6
