GeneName	condition
Tgm1	colon_uc_up_day7
Hcls1	colon_uc_up_day7
Dio3	colon_uc_up_day7
Fam26f	colon_uc_up_day7
Nfam1	colon_uc_up_day7
Retnlb	colon_uc_up_day7
Anxa8	colon_uc_up_day7
Ifitm6	colon_uc_up_day7
Ifitm3	colon_uc_up_day7
Slc10a6	colon_uc_up_day7
Hgf	colon_uc_up_day7
Clec4d	colon_uc_up_day7
Ms4a6c	colon_uc_up_day7
Fcgr1	colon_uc_up_day7
Muc1	colon_uc_up_day7
Olfml3	colon_uc_up_day7
Lyz2	colon_uc_up_day7
Sp110	colon_uc_up_day7
Csf3r	colon_uc_up_day7
Slc16a3	colon_uc_up_day7
Gm13304	colon_uc_up_day7
Reg3b	colon_uc_up_day7
Myot	colon_uc_up_day7
Apoe	colon_uc_up_day7
Dtx3l	colon_uc_up_day7
Aqp4	colon_uc_up_day7
Cd14	colon_uc_up_day7
Marco	colon_uc_up_day7
H2-Eb1	colon_uc_up_day7
Evi2b	colon_uc_up_day7
Ifit2	colon_uc_up_day7
Wisp2	colon_uc_up_day7
Alox5ap	colon_uc_up_day7
Clec10a	colon_uc_up_day7
Fermt3	colon_uc_up_day7
Sash3	colon_uc_up_day7
Itgax	colon_uc_up_day7
Il1b	colon_uc_up_day7
Cd74	colon_uc_up_day7
Fdft1	colon_uc_up_day7
Krt36	colon_uc_up_day7
Ifitm1	colon_uc_up_day7
Pirb	colon_uc_up_day7
Sell	colon_uc_up_day7
Mpeg1	colon_uc_up_day7
Lox	colon_uc_up_day7
Ccr1	colon_uc_up_day7
Igfbp4	colon_uc_up_day7
B430306N03Rik	colon_uc_up_day7
Mgp	colon_uc_up_day7
Arhgdib	colon_uc_up_day7
Angpt4	colon_uc_up_day7
Arntl	colon_uc_up_day7
Clec4a2	colon_uc_up_day7
Itgb2	colon_uc_up_day7
Ifit1bl1	colon_uc_up_day7
Cxcl16	colon_uc_up_day7
Fcgr3	colon_uc_up_day7
Cyp4f18	colon_uc_up_day7
B3gnt5	colon_uc_up_day7
Sirpb1a	colon_uc_up_day7
H2-DMa	colon_uc_up_day7
Tap1	colon_uc_up_day7
Nckap1l	colon_uc_up_day7
Pcsk9	colon_uc_up_day7
Wfdc17	colon_uc_up_day7
Itgae	colon_uc_up_day7
Fcgr2b	colon_uc_up_day7
Ifi205	colon_uc_up_day7
Bcl2l15	colon_uc_up_day7
Wfdc12	colon_uc_up_day7
Cd48	colon_uc_up_day7
Apobr	colon_uc_up_day7
Ccl21a	colon_uc_up_day7
Slc28a3	colon_uc_up_day7
Ccr7	colon_uc_up_day7
Ly6f	colon_uc_up_day7
Clec4a3	colon_uc_up_day7
Trem2	colon_uc_up_day7
Cd72	colon_uc_up_day7
Myrfl	colon_uc_up_day7
Col18a1	colon_uc_up_day7
Cebpd	colon_uc_up_day7
Gna14	colon_uc_up_day7
Adam8	colon_uc_up_day7
Bst1	colon_uc_up_day7
Akr1c18	colon_uc_up_day7
Cd68	colon_uc_up_day7
Laptm5	colon_uc_up_day7
Pld4	colon_uc_up_day7
G430049J08Rik	colon_uc_up_day7
Ifi204	colon_uc_up_day7
Ms4a6d	colon_uc_up_day7
Ubd	colon_uc_up_day7
Cd300ld	colon_uc_up_day7
Dock2	colon_uc_up_day7
Lair1	colon_uc_up_day7
Xcr1	colon_uc_up_day7
Ifi47	colon_uc_up_day7
Slc15a3	colon_uc_up_day7
Dnase1l3	colon_uc_up_day7
Lgmn	colon_uc_up_day7
Hp	colon_uc_up_day7
Fpr1	colon_uc_up_day7
Inhba	colon_uc_up_day7
Gm11361	colon_uc_up_day7
Draxin	colon_uc_up_day7
Cd86	colon_uc_up_day7
Ptk6	colon_uc_up_day7
Lgi2	colon_uc_up_day7
Mmp7	colon_uc_up_day7
Lrrc25	colon_uc_up_day7
Nlrc5	colon_uc_up_day7
Rinl	colon_uc_up_day7
Chil3	colon_uc_up_day7
Cfp	colon_uc_up_day7
Grem1	colon_uc_up_day7
Tnfrsf9	colon_uc_up_day7
Itgal	colon_uc_up_day7
Ncf4	colon_uc_up_day7
Spon1	colon_uc_up_day7
Ccl22	colon_uc_up_day7
Clec4n	colon_uc_up_day7
Plek	colon_uc_up_day7
H2-DMb1	colon_uc_up_day7
Ms4a12	colon_uc_up_day7
Tacr1	colon_uc_up_day7
Ly86	colon_uc_up_day7
Gbp2	colon_uc_up_day7
Anxa9	colon_uc_up_day7
Aif1	colon_uc_up_day7
Ccl2	colon_uc_up_day7
Gpr65	colon_uc_up_day7
Gsap	colon_uc_up_day7
Hk3	colon_uc_up_day7
Ms4a10	colon_uc_up_day7
AB124611	colon_uc_up_day7
Tifa	colon_uc_up_day7
S100a9	colon_uc_up_day7
Gbp9	colon_uc_up_day7
Foxp3	colon_uc_up_day7
Serpina3i	colon_uc_up_day7
H2-M2	colon_uc_up_day7
Cybb	colon_uc_up_day7
Rhov	colon_uc_up_day7
H2-Ab1	colon_uc_up_day7
Relt	colon_uc_up_day7
Grhl3	colon_uc_up_day7
Ifi207	colon_uc_up_day7
Spi1	colon_uc_up_day7
Chst13	colon_uc_up_day7
Fgf23	colon_uc_up_day7
Sp140	colon_uc_up_day7
Clec4a1	colon_uc_up_day7
Gapt	colon_uc_up_day7
Nxpe5	colon_uc_up_day7
Msr1	colon_uc_up_day7
C1qb	colon_uc_up_day7
Tarm1	colon_uc_up_day7
Il18	colon_uc_up_day7
Lcp2	colon_uc_up_day7
Arhgap30	colon_uc_up_day7
Ms4a4a	colon_uc_up_day7
Tlr13	colon_uc_up_day7
Siglece	colon_uc_up_day7
Itgb7	colon_uc_up_day7
Dnah17	colon_uc_up_day7
Evi2a	colon_uc_up_day7
Ms4a6b	colon_uc_up_day7
Iigp1	colon_uc_up_day7
Trim10	colon_uc_up_day7
Eln	colon_uc_up_day7
F830016B08Rik	colon_uc_up_day7
Prtn3	colon_uc_up_day7
Khdc1a	colon_uc_up_day7
Il33	colon_uc_up_day7
Capn11	colon_uc_up_day7
Ptafr	colon_uc_up_day7
Ifi209	colon_uc_up_day7
Bmper	colon_uc_up_day7
Thpo	colon_uc_up_day7
Il34	colon_uc_up_day7
Slamf8	colon_uc_up_day7
Bdkrb1	colon_uc_up_day7
Pla2g7	colon_uc_up_day7
Adgre4	colon_uc_up_day7
Ackr1	colon_uc_up_day7
Plxnc1	colon_uc_up_day7
Fpr2	colon_uc_up_day7
Srgn	colon_uc_up_day7
Tlr11	colon_uc_up_day7
Il1rl1	colon_uc_up_day7
Tgtp2	colon_uc_up_day7
Tlr9	colon_uc_up_day7
Gm4951	colon_uc_up_day7
Sh2d2a	colon_uc_up_day7
Cd5	colon_uc_up_day7
Pilra	colon_uc_up_day7
Ccl7	colon_uc_up_day7
Stat4	colon_uc_up_day7
Btk	colon_uc_up_day7
Mybpc2	colon_uc_up_day7
Igtp	colon_uc_up_day7
Ly6i	colon_uc_up_day7
Rnf125	colon_uc_up_day7
Il21r	colon_uc_up_day7
Pde11a	colon_uc_up_day7
Spn	colon_uc_up_day7
Cd84	colon_uc_up_day7
Ikzf1	colon_uc_up_day7
Inpp5d	colon_uc_up_day7
Arhgap40	colon_uc_up_day7
Rassf4	colon_uc_up_day7
Gm5150	colon_uc_up_day7
Clec4e	colon_uc_up_day7
Fcer1g	colon_uc_up_day7
Npl	colon_uc_up_day7
Cebpe	colon_uc_up_day7
Zc3h12a	colon_uc_up_day7
Abcg3	colon_uc_up_day7
Gbp4	colon_uc_up_day7
Slc7a11	colon_uc_up_day7
Mdfi	colon_uc_up_day7
Wfdc18	colon_uc_up_day7
Cxcl3	colon_uc_up_day7
Fhl3	colon_uc_up_day7
43160	colon_uc_up_day7
Emb	colon_uc_up_day7
Serpina10	colon_uc_up_day7
Slamf9	colon_uc_up_day7
Cd38	colon_uc_up_day7
Cd53	colon_uc_up_day7
Cxcl13	colon_uc_up_day7
Ccr3	colon_uc_up_day7
Fer1l4	colon_uc_up_day7
Pi16	colon_uc_up_day7
C6	colon_uc_up_day7
Serpina3g	colon_uc_up_day7
Ugt1a2	colon_uc_up_day7
Vcam1	colon_uc_up_day7
Ms4a7	colon_uc_up_day7
Napsa	colon_uc_up_day7
Clnk	colon_uc_up_day7
Vill	colon_uc_up_day7
Cd6	colon_uc_up_day7
Adssl1	colon_uc_up_day7
Pi15	colon_uc_up_day7
Mefv	colon_uc_up_day7
Trem1	colon_uc_up_day7
Gm6169	colon_uc_up_day7
Gm2564	colon_uc_up_day7
Gpr88	colon_uc_up_day7
Osm	colon_uc_up_day7
Apod	colon_uc_up_day7
Prl2a1	colon_uc_up_day7
Gpr171	colon_uc_up_day7
Cxcl2	colon_uc_up_day7
Arl5c	colon_uc_up_day7
Ly9	colon_uc_up_day7
Icam1	colon_uc_up_day7
Lypd3	colon_uc_up_day7
Tnfaip2	colon_uc_up_day7
Gm42416	colon_uc_up_day7
Sod3	colon_uc_up_day7
Csta1	colon_uc_up_day7
Lat	colon_uc_up_day7
Sh3pxd2b	colon_uc_up_day7
Otop1	colon_uc_up_day7
Adamtsl2	colon_uc_up_day7
Slc13a3	colon_uc_up_day7
Cpz	colon_uc_up_day7
Sirpa	colon_uc_up_day7
Card11	colon_uc_up_day7
C1qc	colon_uc_up_day7
Cxcl10	colon_uc_up_day7
Batf3	colon_uc_up_day7
C3ar1	colon_uc_up_day7
Irgm2	colon_uc_up_day7
Adgra1	colon_uc_up_day7
Il2rg	colon_uc_up_day7
Masp1	colon_uc_up_day7
Map4k1	colon_uc_up_day7
Apol7c	colon_uc_up_day7
Tgtp1	colon_uc_up_day7
Hist1h3a	colon_uc_up_day7
Col20a1	colon_uc_up_day7
Acap1	colon_uc_up_day7
Afap1l2	colon_uc_up_day7
Pla2g4f	colon_uc_up_day7
C1ra	colon_uc_up_day7
Has1	colon_uc_up_day7
Diras2	colon_uc_up_day7
Bin2	colon_uc_up_day7
S100a8	colon_uc_up_day7
Gm43302	colon_uc_up_day7
Sprr2h	colon_uc_up_day7
Pira2	colon_uc_up_day7
Jak3	colon_uc_up_day7
Msc	colon_uc_up_day7
Ankrd1	colon_uc_up_day7
Bcl2a1b	colon_uc_up_day7
Nfe2	colon_uc_up_day7
Ccr4	colon_uc_up_day7
Bcl2a1a	colon_uc_up_day7
Spink1	colon_uc_up_day7
C130050O18Rik	colon_uc_up_day7
Col3a1	colon_uc_up_day7
Dkk2	colon_uc_up_day7
C1qa	colon_uc_up_day7
Ereg	colon_uc_up_day7
Nos1	colon_uc_up_day7
Gml	colon_uc_up_day7
Itgam	colon_uc_up_day7
Aoah	colon_uc_up_day7
Fgf10	colon_uc_up_day7
Lat2	colon_uc_up_day7
Ifi203	colon_uc_up_day7
Gpsm3	colon_uc_up_day7
Gpnmb	colon_uc_up_day7
Mov10	colon_uc_up_day7
Adam12	colon_uc_up_day7
Havcr2	colon_uc_up_day7
Ticam2	colon_uc_up_day7
Card9	colon_uc_up_day7
Lama1	colon_uc_up_day7
Pla1a	colon_uc_up_day7
H2-Q6	colon_uc_up_day7
Tmem140	colon_uc_up_day7
Serpina3f	colon_uc_up_day7
Kmo	colon_uc_up_day7
Gpr141	colon_uc_up_day7
Sele	colon_uc_up_day7
Cilp	colon_uc_up_day7
BC025446	colon_uc_up_day7
Ugt1a8	colon_uc_up_day7
Ddit4	colon_uc_up_day7
C5ar1	colon_uc_up_day7
Ggt5	colon_uc_up_day7
Fas	colon_uc_up_day7
Crocc2	colon_uc_up_day7
Ifi44	colon_uc_up_day7
Rasgrp1	colon_uc_up_day7
Hdc	colon_uc_up_day7
Sirpb1b	colon_uc_up_day7
Cd40	colon_uc_up_day7
Mfap4	colon_uc_up_day7
Adgre1	colon_uc_up_day7
Cxcl9	colon_uc_up_day7
Chil1	colon_uc_up_day7
Slc5a9	colon_uc_up_day7
Tlr12	colon_uc_up_day7
Chrna6	colon_uc_up_day7
Ednra	colon_uc_up_day7
Ido1	colon_uc_up_day7
Krt17	colon_uc_up_day7
Cd163	colon_uc_up_day7
Slc40a1	colon_uc_up_day7
Apol6	colon_uc_up_day7
Ccl3	colon_uc_up_day7
Kcng4	colon_uc_up_day7
Ppy	colon_uc_up_day7
Chodl	colon_uc_up_day7
Ifng	colon_uc_up_day7
Gpr15	colon_uc_up_day7
Wdfy4	colon_uc_up_day7
Il1a	colon_uc_up_day7
Gm9733	colon_uc_up_day7
Prrx2	colon_uc_up_day7
Gm4070	colon_uc_up_day7
Gzmc	colon_uc_up_day7
Sfrp1	colon_uc_up_day7
Ly6d	colon_uc_up_day7
Csf1r	colon_uc_up_day7
Flt3	colon_uc_up_day7
Cd22	colon_uc_up_day7
Klra2	colon_uc_up_day7
Atp2b2	colon_uc_up_day7
Ccl12	colon_uc_up_day7
Olfr56	colon_uc_up_day7
Zmynd15	colon_uc_up_day7
Pcna-ps2	colon_uc_up_day7
Nox1	colon_uc_up_day7
Ghrl	colon_uc_up_day7
Tbxas1	colon_uc_up_day7
Cp	colon_uc_up_day7
Hist1h3i	colon_uc_up_day7
Slc5a7	colon_uc_up_day7
Bhlhe22	colon_uc_up_day7
C4b	colon_uc_up_day7
Tex12	colon_uc_up_day7
Ccl17	colon_uc_up_day7
H2-Oa	colon_uc_up_day7
Gm379	colon_uc_up_day7
Cd244	colon_uc_up_day7
Scube3	colon_uc_up_day7
Icos	colon_uc_up_day7
Scimp	colon_uc_up_day7
Cd4	colon_uc_up_day7
AW551984	colon_uc_up_day7
Cxcr4	colon_uc_up_day7
Clcnkb	colon_uc_up_day7
Atp6v0a4	colon_uc_up_day7
Col5a2	colon_uc_up_day7
Runx3	colon_uc_up_day7
Serpina1b	colon_uc_up_day7
Tat	colon_uc_up_day7
Nrg1	colon_uc_up_day7
Bmf	colon_uc_up_day7
Saxo1	colon_uc_up_day7
Fetub	colon_uc_up_day7
Slc11a1	colon_uc_up_day7
Rpl9-ps6	colon_uc_up_day7
Slc4a11	colon_uc_up_day7
Cd209d	colon_uc_up_day7
1700021F05Rik	colon_uc_up_day7
Hist1h2bn	colon_uc_up_day7
Hoxc4	colon_uc_up_day7
Slit3	colon_uc_up_day7
Cfi	colon_uc_up_day7
Duxbl3	colon_uc_up_day7
Ccl28	colon_uc_up_day7
Ccl19	colon_uc_up_day7
Susd3	colon_uc_up_day7
Klra5	colon_uc_up_day7
Medag	colon_uc_up_day7
Adamts9	colon_uc_up_day7
Hesx1	colon_uc_up_day7
Inhbb	colon_uc_up_day7
Hist1h2ah	colon_uc_up_day7
Il5ra	colon_uc_up_day7
Ctla4	colon_uc_up_day7
Cd226	colon_uc_up_day7
Stra6	colon_uc_up_day7
Gpr132	colon_uc_up_day7
Gdf3	colon_uc_up_day7
C3	colon_uc_up_day7
Pla2g4e	colon_uc_up_day7
Cyp7b1	colon_uc_up_day7
Pdpn	colon_uc_up_day7
Ctsk	colon_uc_up_day7
Kng1	colon_uc_up_day7
Dmgdh	colon_uc_up_day7
Ypel2	colon_uc_up_day7
Nrros	colon_uc_up_day7
Sectm1a	colon_uc_up_day7
Cartpt	colon_uc_up_day7
Mfap2	colon_uc_up_day7
Mab21l3	colon_uc_up_day7
Hist1h2ap	colon_uc_up_day7
Tlr8	colon_uc_up_day7
Traf3ip3	colon_uc_up_day7
Cd163l1	colon_uc_up_day7
Ocstamp	colon_uc_up_day7
Gm14308	colon_uc_up_day7
Scara3	colon_uc_up_day7
Osmr	colon_uc_up_day7
Krt80	colon_uc_up_day7
Siglec1	colon_uc_up_day7
Dok3	colon_uc_up_day7
Gbp5	colon_uc_up_day7
1810011H11Rik	colon_uc_up_day7
Xcl1	colon_uc_up_day7
Angptl7	colon_uc_up_day7
Acod1	colon_uc_up_day7
Madcam1	colon_uc_up_day7
Sparc	colon_uc_up_day7
Fabp7	colon_uc_up_day7
Loxl2	colon_uc_up_day7
Pde4b	colon_uc_up_day7
Klhl6	colon_uc_up_day7
Fscn1	colon_uc_up_day7
Gm42417	colon_uc_up_day7
Pcdh12	colon_uc_up_day7
Olfml2b	colon_uc_up_day7
Ebi3	colon_uc_up_day7
Vtn	colon_uc_up_day7
Npy	colon_uc_up_day7
Gm9747	colon_uc_up_day7
Gm12185	colon_uc_up_day7
Apol7e	colon_uc_up_day7
Klra6	colon_uc_up_day7
Tfec	colon_uc_up_day7
Sun3	colon_uc_up_day7
Bcl2a1d	colon_uc_up_day7
Asic5	colon_uc_up_day7
Krt14	colon_uc_up_day7
Arsi	colon_uc_up_day7
Rftn1	colon_uc_up_day7
Kndc1	colon_uc_up_day7
Dnaaf3	colon_uc_up_day7
Il22	colon_uc_up_day7
Ifi213	colon_uc_up_day7
Hoxd3	colon_uc_up_day7
Gpr84	colon_uc_up_day7
Emilin1	colon_uc_up_day7
Samsn1	colon_uc_up_day7
Il12b	colon_uc_up_day7
Adora3	colon_uc_up_day7
Clec5a	colon_uc_up_day7
Gbp8	colon_uc_up_day7
C7	colon_uc_up_day7
Sapcd1	colon_uc_up_day7
Spns3	colon_uc_up_day7
Atp8b4	colon_uc_up_day7
Aqp9	colon_uc_up_day7
F5	colon_uc_up_day7
Otogl	colon_uc_up_day7
Gm15448	colon_uc_up_day7
Gpr149	colon_uc_up_day7
Tgm5	colon_uc_up_day7
Slamf6	colon_uc_up_day7
Nfkbiz	colon_uc_up_day7
Glis1	colon_uc_up_day7
Pcdhga8	colon_uc_up_day7
Col17a1	colon_uc_up_day7
Best1	colon_uc_up_day7
Ntn5	colon_uc_up_day7
Mmp19	colon_uc_up_day7
Lpxn	colon_uc_up_day7
Ctla2a	colon_uc_up_day7
Sit1	colon_uc_up_day7
Rapsn	colon_uc_up_day7
Has2	colon_uc_up_day7
Clcn1	colon_uc_up_day7
Lrrc32	colon_uc_up_day7
Garem2	colon_uc_up_day7
Scgb3a1	colon_uc_up_day7
Lgals7	colon_uc_up_day7
Gbp10	colon_uc_up_day7
Pilrb1	colon_uc_up_day7
Nlrp1a	colon_uc_up_day7
Ccdc88b	colon_uc_up_day7
Arl11	colon_uc_up_day7
Tdpoz1	colon_uc_up_day7
Gm21411	colon_uc_up_day7
P2ry10	colon_uc_up_day7
Gm3755	colon_uc_up_day7
Tnfrsf4	colon_uc_up_day7
Hist1h2ab	colon_uc_up_day7
Necab2	colon_uc_up_day7
Gem	colon_uc_up_day7
Atg9b	colon_uc_up_day7
Pou2f2	colon_uc_up_day7
Nipal4	colon_uc_up_day7
Gabrg3	colon_uc_up_day7
Bgn	colon_uc_up_day7
Dlx3	colon_uc_up_day7
Hist1h2bk	colon_uc_up_day7
Klra17	colon_uc_up_day7
Cldn14	colon_uc_up_day7
Mrc1	colon_uc_up_day7
Vcan	colon_uc_up_day7
Cd177	colon_uc_up_day7
Tnfsf11	colon_uc_up_day7
Slc9a9	colon_uc_up_day7
Chit1	colon_uc_up_day7
Ccl21b	colon_uc_up_day7
Ccl21c	colon_uc_up_day7
Cep72	colon_uc_up_day7
Olfm3	colon_uc_up_day7
Ccl4	colon_uc_up_day7
Barx2	colon_uc_up_day7
Gm2163	colon_uc_up_day7
Kcnc2	colon_uc_up_day7
Gpr176	colon_uc_up_day7
Gm20878	colon_uc_up_day7
Krt5	colon_uc_up_day7
Slamf1	colon_uc_up_day7
F2rl3	colon_uc_up_day7
Adamts12	colon_uc_up_day7
Cst7	colon_uc_up_day7
Mzb1	colon_uc_up_day7
Col5a3	colon_uc_up_day7
Pdcd1	colon_uc_up_day7
Tlr7	colon_uc_up_day7
Tcte3	colon_uc_up_day7
Mtnr1a	colon_uc_up_day7
Tmem40	colon_uc_up_day7
Gramd2	colon_uc_up_day7
Psme2b	colon_uc_up_day7
Zfp708	colon_uc_up_day7
Col4a2	colon_uc_up_day7
Cd300ld4	colon_uc_up_day7
Csprs	colon_uc_up_day7
Gng8	colon_uc_up_day7
Col4a1	colon_uc_up_day7
Rhoh	colon_uc_up_day7
Oprk1	colon_uc_up_day7
Ano5	colon_uc_up_day7
I830077J02Rik	colon_uc_up_day7
Igfbp2	colon_uc_up_day7
Hist1h1e	colon_uc_up_day7
Synpr	colon_uc_up_day7
Ccdc65	colon_uc_up_day7
Gm4841	colon_uc_up_day7
Zbed6	colon_uc_up_day7
Hdx	colon_uc_up_day7
Sln	colon_uc_up_day7
Pram1	colon_uc_up_day7
Wdr86	colon_uc_up_day7
Fbxl2	colon_uc_up_day7
Trim43b	colon_uc_up_day7
Cd93	colon_uc_up_day7
Milr1	colon_uc_up_day7
Mmp2	colon_uc_up_day7
Pcdhgc5	colon_uc_up_day7
Rasal1	colon_uc_up_day7
Tm6sf1	colon_uc_up_day7
Foxs1	colon_uc_up_day7
Gm9913	colon_uc_up_day7
Bcat1	colon_uc_up_day7
Tslp	colon_uc_up_day7
C1qtnf7	colon_uc_up_day7
Smco1	colon_uc_up_day7
Nup210l	colon_uc_up_day7
Ttc9b	colon_uc_up_day7
Itga5	colon_uc_up_day7
Pcdhb17	colon_uc_up_day7
Tmem71	colon_uc_up_day7
Kcnk13	colon_uc_up_day7
Cryba4	colon_uc_up_day7
Gm5819	colon_uc_up_day7
Izumo1r	colon_uc_up_day7
Iapp	colon_uc_up_day7
Plekha4	colon_uc_up_day7
Xlr4a	colon_uc_up_day7
Ifnz	colon_uc_up_day7
Duxbl1	colon_uc_up_day7
Pcdhga9	colon_uc_up_day7
Pcdha9	colon_uc_up_day7
Pcdhb9	colon_uc_up_day7
Slc6a2	colon_uc_up_day7
S100a3	colon_uc_up_day7
Mrc2	colon_uc_up_day7
Stx11	colon_uc_up_day7
R3hdml	colon_uc_up_day7
Palm3	colon_uc_up_day7
Map3k8	colon_uc_up_day7
Cd200r4	colon_uc_up_day7
Brinp3	colon_uc_up_day7
Unc93a	colon_uc_up_day7
Gm15013	colon_uc_up_day7
Bhmt	colon_uc_up_day7
Hist1h2bq	colon_uc_up_day7
Pla2g4d	colon_uc_up_day7
Pak7	colon_uc_up_day7
Oprl1	colon_uc_up_day7
Chrna10	colon_uc_up_day7
Trim30c	colon_uc_up_day7
4930562C15Rik	colon_uc_up_day7
Pim2	colon_uc_up_day7
Il13ra2	colon_uc_up_day7
Spata9	colon_uc_up_day7
Rab44	colon_uc_up_day7
Pspn	colon_uc_up_day7
Blk	colon_uc_up_day7
Lipk	colon_uc_up_day7
Fam167b	colon_uc_up_day7
Gm6377	colon_uc_up_day7
Frem1	colon_uc_up_day7
4930486L24Rik	colon_uc_up_day7
Mmp23	colon_uc_up_day7
Nxnl2	colon_uc_up_day7
Neil2	colon_uc_up_day7
Adm	colon_uc_up_day7
Pdgfra	colon_uc_up_day7
Zfp750	colon_uc_up_day7
Pcdhb10	colon_uc_up_day7
Clgn	colon_uc_up_day7
Dbp	colon_uc_down_day7
Slc10a2	colon_uc_down_day7
Per2	colon_uc_down_day7
Ugt8a	colon_uc_down_day7
Cyp4b1	colon_uc_down_day7
Ciart	colon_uc_down_day7
Tmigd1	colon_uc_down_day7
Cys1	colon_uc_down_day7
Lpo	colon_uc_down_day7
Cubn	colon_uc_down_day7
Sstr1	colon_uc_down_day7
Fabp2	colon_uc_down_day7
Inmt	colon_uc_down_day7
1700057G04Rik	colon_uc_down_day7
Nxpe2	colon_uc_down_day7
Tef	colon_uc_down_day7
Slc35d1	colon_uc_down_day7
Slc9a3	colon_uc_down_day7
Slc20a1	colon_uc_down_day7
Cd5l	colon_uc_down_day7
Greb1	colon_uc_down_day7
Fam102a	colon_uc_down_day7
Ank3	colon_uc_down_day7
Myoc	colon_uc_down_day7
Lrrtm1	colon_uc_down_day7
Akr1c21	colon_uc_down_day7
Whrn	colon_uc_down_day7
Per3	colon_uc_down_day7
Naaladl1	colon_uc_down_day7
Acot5	colon_uc_down_day7
Bhlhe41	colon_uc_down_day7
Fam43a	colon_uc_down_day7
Sult1a1	colon_uc_down_day7
Rgcc	colon_uc_down_day7
Hlf	colon_uc_down_day7
Lipt2	colon_uc_down_day7
Best2	colon_uc_down_day7
Usp2	colon_uc_down_day7
Odf3b	colon_uc_down_day7
Slc22a4	colon_uc_down_day7
Cpn1	colon_uc_down_day7
Cyp2c69	colon_uc_down_day7
Ces1g	colon_uc_down_day7
Rhou	colon_uc_down_day7
Gpt	colon_uc_down_day7
Akr1b7	colon_uc_down_day7
Hc	colon_uc_down_day7
Cmah	colon_uc_down_day7
Coq10b	colon_uc_down_day7
Apoo	colon_uc_down_day7
Prg4	colon_uc_down_day7
Tgm3	colon_uc_down_day7
Ankrd9	colon_uc_down_day7
Slc17a2	colon_uc_down_day7
Car2	colon_uc_down_day7
Grik2	colon_uc_down_day7
Lpar3	colon_uc_down_day7
Spsb4	colon_uc_down_day7
E130208F15Rik	colon_uc_down_day7
Slc16a9	colon_uc_down_day7
Fabp6	colon_uc_down_day7
Lrp2	colon_uc_down_day7
Abcb1a	colon_uc_down_day7
Hpn	colon_uc_down_day7
Axin2	colon_uc_down_day7
Rimkla	colon_uc_down_day7
Sult1c2	colon_uc_down_day7
Car14	colon_uc_down_day7
Ngb	colon_uc_down_day7
Erich5	colon_uc_down_day7
Clca4a	colon_uc_down_day7
Gm20441	colon_uc_down_day7
Tcap	colon_uc_down_day7
Kcne2	colon_uc_down_day7
Hoga1	colon_uc_down_day7
Fzd9	colon_uc_down_day7
Ascl2	colon_uc_down_day7
Phospho1	colon_uc_down_day7
Gm2897	colon_uc_down_day7
Scd1	colon_uc_down_day7
Clps	colon_uc_down_day7
Trpm6	colon_uc_down_day7
Cdo1	colon_uc_down_day7
Serpina3k	colon_uc_down_day7
Pex5l	colon_uc_down_day7
Kcne3	colon_uc_down_day7
Cyp4f15	colon_uc_down_day7
2700097O09Rik	colon_uc_down_day7
Sis	colon_uc_down_day7
Gm5814	colon_uc_down_day7
Fndc5	colon_uc_down_day7
Hist2h2aa1	colon_uc_down_day7
Tnfrsf19	colon_uc_down_day7
Hist1h3g	colon_uc_down_day7
Scgb2b17	colon_uc_down_day7
Car1	colon_uc_down_day7
Aadac	colon_uc_down_day7
Gpr17	colon_uc_down_day7
Thrsp	colon_uc_down_day7
Hist1h2an	colon_uc_down_day7
Hsph1	colon_uc_down_day7
2010003K11Rik	colon_uc_down_day7
Rdh7	colon_uc_down_day7
Hist1h3d	colon_uc_down_day7
Nptx1	colon_uc_down_day7
Gm26620	colon_uc_down_day7
4931440F15Rik	colon_uc_down_day7
Comp	colon_uc_down_day7
Slc30a10	colon_uc_down_day7
Gm14226	colon_uc_down_day7
Slc37a2	colon_uc_down_day7
Rassf10	colon_uc_down_day7
Fam131c	colon_uc_down_day7
Serpind1	colon_uc_down_day7
Gje1	colon_uc_down_day7
Esrrg	colon_uc_down_day7
Pmp22	colon_uc_down_day7
Abcc2	colon_uc_down_day7
Mptx1	colon_uc_down_day7
Tnni1	colon_uc_down_day7
Lhx3	colon_uc_down_day7
Lancl3	colon_uc_down_day7
Prr18	colon_uc_down_day7
Hes5	colon_uc_down_day7
Gm10184	colon_uc_down_day7
Pbp2	colon_uc_down_day7
Otc	colon_uc_down_day7
Kcnv2	colon_uc_down_day7
Slc22a3	colon_uc_down_day7
Glt8d2	colon_uc_down_day7
Slc26a3	colon_uc_down_day7
Nog	colon_uc_down_day7
Pnpla3	colon_uc_down_day7
Lrrc39	colon_uc_down_day7
Etv5	colon_uc_down_day7
Orm1	colon_uc_down_day7
Ccna1	colon_uc_down_day7
A530016L24Rik	colon_uc_down_day7
Boc	colon_uc_down_day7
Gm17555	colon_uc_down_day7
Gm44805	colon_uc_down_day7
Gm20708	colon_uc_down_day7
Frat1	colon_uc_down_day7
Epha2	colon_uc_down_day7
Fbp1	colon_uc_down_day7
Lctl	colon_uc_down_day7
Apoa1	colon_uc_down_day7
Foxo6	colon_uc_down_day7
Apoc3	colon_uc_down_day7
Hist1h2ad	colon_uc_down_day7
Zfp457	colon_uc_down_day7
Fam205a3	colon_uc_down_day7
Gm21833	colon_uc_down_day7
