GeneName	condition
Hspa12b	GSE83687_Colon_GroupUC-GroupControl_Up
Rab25	GSE83687_Colon_GroupUC-GroupControl_Down
Tesmin	GSE83687_Colon_GroupUC-GroupControl_Down
Kank4	GSE83687_Colon_GroupUC-GroupControl_Down
Pde6a	GSE83687_Colon_GroupUC-GroupControl_Down
Wasf3	GSE83687_Colon_GroupUC-GroupControl_Up
Chil1	GSE83687_Colon_GroupUC-GroupControl_Up
Lgr6	GSE83687_Colon_GroupUC-GroupControl_Down
Tmcc2	GSE83687_Colon_GroupUC-GroupControl_Up
Spg20	GSE83687_Colon_GroupUC-GroupControl_Up
Trpc4	GSE83687_Colon_GroupUC-GroupControl_Up
Postn	GSE83687_Colon_GroupUC-GroupControl_Up
Kl	GSE83687_Colon_GroupUC-GroupControl_Up
Rnf128	GSE83687_Colon_GroupUC-GroupControl_Down
Ephb2	GSE83687_Colon_GroupUC-GroupControl_Down
Macrod1	GSE83687_Colon_GroupUC-GroupControl_Down
Gstt2	GSE83687_Colon_GroupUC-GroupControl_Up
Fam83f	GSE83687_Colon_GroupUC-GroupControl_Down
Gimap6	GSE83687_Colon_GroupUC-GroupControl_Up
Gimap4	GSE83687_Colon_GroupUC-GroupControl_Up
Tmtc1	GSE83687_Colon_GroupUC-GroupControl_Up
Loxl2	GSE83687_Colon_GroupUC-GroupControl_Up
Irak2	GSE83687_Colon_GroupUC-GroupControl_Up
Tspan2	GSE83687_Colon_GroupUC-GroupControl_Up
Vav3	GSE83687_Colon_GroupUC-GroupControl_Down
Hmgcs2	GSE83687_Colon_GroupUC-GroupControl_Down
Spire1	GSE83687_Colon_GroupUC-GroupControl_Up
Tmem106c	GSE83687_Colon_GroupUC-GroupControl_Down
Grhl1	GSE83687_Colon_GroupUC-GroupControl_Up
Mycs	GSE83687_Colon_GroupUC-GroupControl_Up
Ern2	GSE83687_Colon_GroupUC-GroupControl_Down
Il2ra	GSE83687_Colon_GroupUC-GroupControl_Up
Il15ra	GSE83687_Colon_GroupUC-GroupControl_Up
Spocd1	GSE83687_Colon_GroupUC-GroupControl_Up
Cyp2j9	GSE83687_Colon_GroupUC-GroupControl_Down
Cyp2j13	GSE83687_Colon_GroupUC-GroupControl_Down
Slc43a3	GSE83687_Colon_GroupUC-GroupControl_Up
Aplnr	GSE83687_Colon_GroupUC-GroupControl_Up
Fads2	GSE83687_Colon_GroupUC-GroupControl_Up
Col4a2	GSE83687_Colon_GroupUC-GroupControl_Up
Poglut2	GSE83687_Colon_GroupUC-GroupControl_Up
Klb	GSE83687_Colon_GroupUC-GroupControl_Down
Psat1	GSE83687_Colon_GroupUC-GroupControl_Up
Havcr2	GSE83687_Colon_GroupUC-GroupControl_Up
Msi1	GSE83687_Colon_GroupUC-GroupControl_Down
Hnf1a	GSE83687_Colon_GroupUC-GroupControl_Down
Hrk	GSE83687_Colon_GroupUC-GroupControl_Down
Ugt2a3	GSE83687_Colon_GroupUC-GroupControl_Down
Hilpda	GSE83687_Colon_GroupUC-GroupControl_Up
Lca5	GSE83687_Colon_GroupUC-GroupControl_Up
Itga7	GSE83687_Colon_GroupUC-GroupControl_Up
Krt7	GSE83687_Colon_GroupUC-GroupControl_Up
Hey2	GSE83687_Colon_GroupUC-GroupControl_Up
Pkib	GSE83687_Colon_GroupUC-GroupControl_Down
Dysf	GSE83687_Colon_GroupUC-GroupControl_Up
Emx1	GSE83687_Colon_GroupUC-GroupControl_Down
Agt	GSE83687_Colon_GroupUC-GroupControl_Up
Capn9	GSE83687_Colon_GroupUC-GroupControl_Down
Lamc1	GSE83687_Colon_GroupUC-GroupControl_Up
Slc19a3	GSE83687_Colon_GroupUC-GroupControl_Down
Cyp27a1	GSE83687_Colon_GroupUC-GroupControl_Down
Cox5b	GSE83687_Colon_GroupUC-GroupControl_Down
Cox5b-ps	GSE83687_Colon_GroupUC-GroupControl_Down
Aldh1l2	GSE83687_Colon_GroupUC-GroupControl_Up
Dram1	GSE83687_Colon_GroupUC-GroupControl_Up
Thsd1	GSE83687_Colon_GroupUC-GroupControl_Up
Igf2bp3	GSE83687_Colon_GroupUC-GroupControl_Up
Il6	GSE83687_Colon_GroupUC-GroupControl_Up
Alpk3	GSE83687_Colon_GroupUC-GroupControl_Up
Tm6sf1	GSE83687_Colon_GroupUC-GroupControl_Up
Chad	GSE83687_Colon_GroupUC-GroupControl_Down
Hlx	GSE83687_Colon_GroupUC-GroupControl_Up
Il1rn	GSE83687_Colon_GroupUC-GroupControl_Up
Angptl2	GSE83687_Colon_GroupUC-GroupControl_Up
Kif12	GSE83687_Colon_GroupUC-GroupControl_Down
Il33	GSE83687_Colon_GroupUC-GroupControl_Up
Tmem8b	GSE83687_Colon_GroupUC-GroupControl_Down
Klc4	GSE83687_Colon_GroupUC-GroupControl_Down
Capn11	GSE83687_Colon_GroupUC-GroupControl_Up
Tinag	GSE83687_Colon_GroupUC-GroupControl_Down
Tlr2	GSE83687_Colon_GroupUC-GroupControl_Up
Lrrc32	GSE83687_Colon_GroupUC-GroupControl_Up
Pi15	GSE83687_Colon_GroupUC-GroupControl_Up
Ttpa	GSE83687_Colon_GroupUC-GroupControl_Down
Sulf1	GSE83687_Colon_GroupUC-GroupControl_Up
Nxpe4	GSE83687_Colon_GroupUC-GroupControl_Down
Tmprss4	GSE83687_Colon_GroupUC-GroupControl_Down
Trpc6	GSE83687_Colon_GroupUC-GroupControl_Up
Mmp7	GSE83687_Colon_GroupUC-GroupControl_Up
Cfap300	GSE83687_Colon_GroupUC-GroupControl_Up
Pou2f3	GSE83687_Colon_GroupUC-GroupControl_Down
Rdx	GSE83687_Colon_GroupUC-GroupControl_Up
Paqr5	GSE83687_Colon_GroupUC-GroupControl_Down
Itpka	GSE83687_Colon_GroupUC-GroupControl_Down
Pak6	GSE83687_Colon_GroupUC-GroupControl_Down
Stra6	GSE83687_Colon_GroupUC-GroupControl_Up
Bcl2l10	GSE83687_Colon_GroupUC-GroupControl_Down
Sptbn5	GSE83687_Colon_GroupUC-GroupControl_Up
Gipc2	GSE83687_Colon_GroupUC-GroupControl_Down
Arhgap29	GSE83687_Colon_GroupUC-GroupControl_Up
Dnase2b	GSE83687_Colon_GroupUC-GroupControl_Down
Slc3a1	GSE83687_Colon_GroupUC-GroupControl_Down
Trim54	GSE83687_Colon_GroupUC-GroupControl_Down
Tacc2	GSE83687_Colon_GroupUC-GroupControl_Down
Aox1	GSE83687_Colon_GroupUC-GroupControl_Up
Hecw2	GSE83687_Colon_GroupUC-GroupControl_Up
Chrna1	GSE83687_Colon_GroupUC-GroupControl_Down
Itgav	GSE83687_Colon_GroupUC-GroupControl_Up
Parp9	GSE83687_Colon_GroupUC-GroupControl_Up
Arhgap24	GSE83687_Colon_GroupUC-GroupControl_Up
Prkg2	GSE83687_Colon_GroupUC-GroupControl_Down
Fgf5	GSE83687_Colon_GroupUC-GroupControl_Up
Mmrn1	GSE83687_Colon_GroupUC-GroupControl_Up
Cxcl9	GSE83687_Colon_GroupUC-GroupControl_Up
Cdkl2	GSE83687_Colon_GroupUC-GroupControl_Down
Shroom3	GSE83687_Colon_GroupUC-GroupControl_Down
Lef1	GSE83687_Colon_GroupUC-GroupControl_Up
Egf	GSE83687_Colon_GroupUC-GroupControl_Down
Shisal1	GSE83687_Colon_GroupUC-GroupControl_Up
Slc38a4	GSE83687_Colon_GroupUC-GroupControl_Down
Col2a1	GSE83687_Colon_GroupUC-GroupControl_Down
Glipr1	GSE83687_Colon_GroupUC-GroupControl_Up
Phlda1	GSE83687_Colon_GroupUC-GroupControl_Up
Lum	GSE83687_Colon_GroupUC-GroupControl_Up
Sdsl	GSE83687_Colon_GroupUC-GroupControl_Down
Slc39a5	GSE83687_Colon_GroupUC-GroupControl_Down
Dhh	GSE83687_Colon_GroupUC-GroupControl_Up
Ttc6	GSE83687_Colon_GroupUC-GroupControl_Down
Sstr1	GSE83687_Colon_GroupUC-GroupControl_Down
Wars	GSE83687_Colon_GroupUC-GroupControl_Up
Duoxa1	GSE83687_Colon_GroupUC-GroupControl_Up
Duoxa2	GSE83687_Colon_GroupUC-GroupControl_Up
Duox2	GSE83687_Colon_GroupUC-GroupControl_Up
Fgf7	GSE83687_Colon_GroupUC-GroupControl_Up
Disp2	GSE83687_Colon_GroupUC-GroupControl_Down
Pcsk6	GSE83687_Colon_GroupUC-GroupControl_Down
Hapln3	GSE83687_Colon_GroupUC-GroupControl_Up
Wdr93	GSE83687_Colon_GroupUC-GroupControl_Down
Mfge8	GSE83687_Colon_GroupUC-GroupControl_Up
Kifc3	GSE83687_Colon_GroupUC-GroupControl_Up
Adamts18	GSE83687_Colon_GroupUC-GroupControl_Up
Cmtm2a	GSE83687_Colon_GroupUC-GroupControl_Up
Cmtm2b	GSE83687_Colon_GroupUC-GroupControl_Up
Cdh11	GSE83687_Colon_GroupUC-GroupControl_Up
Cdh13	GSE83687_Colon_GroupUC-GroupControl_Up
Impa2	GSE83687_Colon_GroupUC-GroupControl_Down
Rab40b	GSE83687_Colon_GroupUC-GroupControl_Down
Erbb2	GSE83687_Colon_GroupUC-GroupControl_Down
Grb7	GSE83687_Colon_GroupUC-GroupControl_Down
Fkbp10	GSE83687_Colon_GroupUC-GroupControl_Up
Ifitm1	GSE83687_Colon_GroupUC-GroupControl_Up
Ifitm7	GSE83687_Colon_GroupUC-GroupControl_Up
Ifitm2	GSE83687_Colon_GroupUC-GroupControl_Up
Ifitm6	GSE83687_Colon_GroupUC-GroupControl_Up
Ifitm3	GSE83687_Colon_GroupUC-GroupControl_Up
Hunk	GSE83687_Colon_GroupUC-GroupControl_Down
Il19	GSE83687_Colon_GroupUC-GroupControl_Up
Cblc	GSE83687_Colon_GroupUC-GroupControl_Down
Tm4sf5	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b5	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b11	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b3	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b26	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b1	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b16	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b4	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b22	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b21	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b24	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b9	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b8	GSE83687_Colon_GroupUC-GroupControl_Down
Klk1b27	GSE83687_Colon_GroupUC-GroupControl_Down
Fam71e1	GSE83687_Colon_GroupUC-GroupControl_Down
Mmel1	GSE83687_Colon_GroupUC-GroupControl_Down
Hspg2	GSE83687_Colon_GroupUC-GroupControl_Up
Ccn1	GSE83687_Colon_GroupUC-GroupControl_Up
Slc44a3	GSE83687_Colon_GroupUC-GroupControl_Down
Igsf3	GSE83687_Colon_GroupUC-GroupControl_Down
Gm42957	GSE83687_Colon_GroupUC-GroupControl_Up
Itga10	GSE83687_Colon_GroupUC-GroupControl_Up
Gpa33	GSE83687_Colon_GroupUC-GroupControl_Down
Fcgr3	GSE83687_Colon_GroupUC-GroupControl_Up
Fcgr2b	GSE83687_Colon_GroupUC-GroupControl_Up
Rgs5	GSE83687_Colon_GroupUC-GroupControl_Up
Fcrl5	GSE83687_Colon_GroupUC-GroupControl_Up
Rgs16	GSE83687_Colon_GroupUC-GroupControl_Up
Rorc	GSE83687_Colon_GroupUC-GroupControl_Down
Tuft1	GSE83687_Colon_GroupUC-GroupControl_Down
Ctsk	GSE83687_Colon_GroupUC-GroupControl_Up
Selenbp1	GSE83687_Colon_GroupUC-GroupControl_Down
Selenbp2	GSE83687_Colon_GroupUC-GroupControl_Down
Dyrk3	GSE83687_Colon_GroupUC-GroupControl_Up
Atp8b2	GSE83687_Colon_GroupUC-GroupControl_Up
S100a8	GSE83687_Colon_GroupUC-GroupControl_Up
Kcnn3	GSE83687_Colon_GroupUC-GroupControl_Up
Pklr	GSE83687_Colon_GroupUC-GroupControl_Down
Cep170	GSE83687_Colon_GroupUC-GroupControl_Up
Ephx1	GSE83687_Colon_GroupUC-GroupControl_Down
Plekha6	GSE83687_Colon_GroupUC-GroupControl_Down
Osr1	GSE83687_Colon_GroupUC-GroupControl_Down
Rabl2	GSE83687_Colon_GroupUC-GroupControl_Down
Zfp385b	GSE83687_Colon_GroupUC-GroupControl_Down
Fam171b	GSE83687_Colon_GroupUC-GroupControl_Up
Col8a1	GSE83687_Colon_GroupUC-GroupControl_Up
Phldb2	GSE83687_Colon_GroupUC-GroupControl_Up
Pla1a	GSE83687_Colon_GroupUC-GroupControl_Up
Ucn2	GSE83687_Colon_GroupUC-GroupControl_Up
Ildr1	GSE83687_Colon_GroupUC-GroupControl_Down
Vwa5b2	GSE83687_Colon_GroupUC-GroupControl_Down
Slc10a6	GSE83687_Colon_GroupUC-GroupControl_Up
Snca	GSE83687_Colon_GroupUC-GroupControl_Up
Ddit4l	GSE83687_Colon_GroupUC-GroupControl_Up
Tifa	GSE83687_Colon_GroupUC-GroupControl_Up
Fabp2	GSE83687_Colon_GroupUC-GroupControl_Down
Ropn1l	GSE83687_Colon_GroupUC-GroupControl_Up
Osmr	GSE83687_Colon_GroupUC-GroupControl_Up
Hapln1	GSE83687_Colon_GroupUC-GroupControl_Down
Cxcl14	GSE83687_Colon_GroupUC-GroupControl_Down
Slc17a4	GSE83687_Colon_GroupUC-GroupControl_Down
Pla2g7	GSE83687_Colon_GroupUC-GroupControl_Up
Ano7	GSE83687_Colon_GroupUC-GroupControl_Down
Rspo3	GSE83687_Colon_GroupUC-GroupControl_Up
Sdk1	GSE83687_Colon_GroupUC-GroupControl_Up
Lancl3	GSE83687_Colon_GroupUC-GroupControl_Down
Msn	GSE83687_Colon_GroupUC-GroupControl_Up
Dipk2b	GSE83687_Colon_GroupUC-GroupControl_Up
Csgalnact1	GSE83687_Colon_GroupUC-GroupControl_Up
Gsdmc2	GSE83687_Colon_GroupUC-GroupControl_Up
Gsdmc4	GSE83687_Colon_GroupUC-GroupControl_Up
Gsdmc3	GSE83687_Colon_GroupUC-GroupControl_Up
Gsdmc	GSE83687_Colon_GroupUC-GroupControl_Up
Fam135b	GSE83687_Colon_GroupUC-GroupControl_Down
Ntrk2	GSE83687_Colon_GroupUC-GroupControl_Down
Shc3	GSE83687_Colon_GroupUC-GroupControl_Up
Stom	GSE83687_Colon_GroupUC-GroupControl_Up
Nr6a1	GSE83687_Colon_GroupUC-GroupControl_Down
Crb2	GSE83687_Colon_GroupUC-GroupControl_Down
Surf6	GSE83687_Colon_GroupUC-GroupControl_Down
Ptges	GSE83687_Colon_GroupUC-GroupControl_Up
Zeb1	GSE83687_Colon_GroupUC-GroupControl_Up
Fam13c	GSE83687_Colon_GroupUC-GroupControl_Up
A1cf	GSE83687_Colon_GroupUC-GroupControl_Down
Cdhr1	GSE83687_Colon_GroupUC-GroupControl_Down
Itprip	GSE83687_Colon_GroupUC-GroupControl_Up
Adam12	GSE83687_Colon_GroupUC-GroupControl_Up
Adm	GSE83687_Colon_GroupUC-GroupControl_Up
Serping1	GSE83687_Colon_GroupUC-GroupControl_Up
Tenm4	GSE83687_Colon_GroupUC-GroupControl_Up
Serpinh1	GSE83687_Colon_GroupUC-GroupControl_Up
Capn5	GSE83687_Colon_GroupUC-GroupControl_Down
Drd2	GSE83687_Colon_GroupUC-GroupControl_Down
Glb1l2	GSE83687_Colon_GroupUC-GroupControl_Down
P4ha3	GSE83687_Colon_GroupUC-GroupControl_Up
St14	GSE83687_Colon_GroupUC-GroupControl_Down
Fads1	GSE83687_Colon_GroupUC-GroupControl_Up
Plch2	GSE83687_Colon_GroupUC-GroupControl_Down
Esam	GSE83687_Colon_GroupUC-GroupControl_Up
Doc2a	GSE83687_Colon_GroupUC-GroupControl_Down
Mmp3	GSE83687_Colon_GroupUC-GroupControl_Up
Clec1a	GSE83687_Colon_GroupUC-GroupControl_Up
Mkx	GSE83687_Colon_GroupUC-GroupControl_Up
Fcgr1	GSE83687_Colon_GroupUC-GroupControl_Up
Lats2	GSE83687_Colon_GroupUC-GroupControl_Up
Gm49361	GSE83687_Colon_GroupUC-GroupControl_Up
Fam124a	GSE83687_Colon_GroupUC-GroupControl_Up
Pdcd4	GSE83687_Colon_GroupUC-GroupControl_Down
Vegfc	GSE83687_Colon_GroupUC-GroupControl_Up
Prss23	GSE83687_Colon_GroupUC-GroupControl_Up
Sec24d	GSE83687_Colon_GroupUC-GroupControl_Up
Slc7a11	GSE83687_Colon_GroupUC-GroupControl_Up
Me3	GSE83687_Colon_GroupUC-GroupControl_Down
Adamts12	GSE83687_Colon_GroupUC-GroupControl_Up
Ccdc3	GSE83687_Colon_GroupUC-GroupControl_Up
Ednra	GSE83687_Colon_GroupUC-GroupControl_Up
Nr3c2	GSE83687_Colon_GroupUC-GroupControl_Down
Dpysl4	GSE83687_Colon_GroupUC-GroupControl_Up
Wwc2	GSE83687_Colon_GroupUC-GroupControl_Up
Acsl1	GSE83687_Colon_GroupUC-GroupControl_Up
Bicd1	GSE83687_Colon_GroupUC-GroupControl_Up
Tdo2	GSE83687_Colon_GroupUC-GroupControl_Up
Sacs	GSE83687_Colon_GroupUC-GroupControl_Up
Ccdc175	GSE83687_Colon_GroupUC-GroupControl_Down
Glt1d1	GSE83687_Colon_GroupUC-GroupControl_Up
Kcne4	GSE83687_Colon_GroupUC-GroupControl_Up
Ptpn14	GSE83687_Colon_GroupUC-GroupControl_Up
Sh2d6	GSE83687_Colon_GroupUC-GroupControl_Down
Spock1	GSE83687_Colon_GroupUC-GroupControl_Up
Gucy1a2	GSE83687_Colon_GroupUC-GroupControl_Up
Homer1	GSE83687_Colon_GroupUC-GroupControl_Up
Sparcl1	GSE83687_Colon_GroupUC-GroupControl_Up
Gpd1l	GSE83687_Colon_GroupUC-GroupControl_Down
Gja6	GSE83687_Colon_GroupUC-GroupControl_Up
Clec4f	GSE83687_Colon_GroupUC-GroupControl_Down
Tctex1d1	GSE83687_Colon_GroupUC-GroupControl_Up
Wdr78	GSE83687_Colon_GroupUC-GroupControl_Down
Slc16a12	GSE83687_Colon_GroupUC-GroupControl_Up
Bmp3	GSE83687_Colon_GroupUC-GroupControl_Down
Rab3c	GSE83687_Colon_GroupUC-GroupControl_Up
Stk32b	GSE83687_Colon_GroupUC-GroupControl_Up
Adgra3	GSE83687_Colon_GroupUC-GroupControl_Down
Acoxl	GSE83687_Colon_GroupUC-GroupControl_Up
Asap1	GSE83687_Colon_GroupUC-GroupControl_Up
Lpcat1	GSE83687_Colon_GroupUC-GroupControl_Up
Fam92b	GSE83687_Colon_GroupUC-GroupControl_Up
4921507P07Rik	GSE83687_Colon_GroupUC-GroupControl_Down
Cacna2d1	GSE83687_Colon_GroupUC-GroupControl_Up
Hs3st3a1	GSE83687_Colon_GroupUC-GroupControl_Up
Thy1	GSE83687_Colon_GroupUC-GroupControl_Up
Dnaaf1	GSE83687_Colon_GroupUC-GroupControl_Up
Tbcel	GSE83687_Colon_GroupUC-GroupControl_Up
Robo4	GSE83687_Colon_GroupUC-GroupControl_Up
Angpt1	GSE83687_Colon_GroupUC-GroupControl_Up
Cep112	GSE83687_Colon_GroupUC-GroupControl_Up
Fam167a	GSE83687_Colon_GroupUC-GroupControl_Up
Gbp5	GSE83687_Colon_GroupUC-GroupControl_Up
Ly96	GSE83687_Colon_GroupUC-GroupControl_Up
Adamts5	GSE83687_Colon_GroupUC-GroupControl_Up
Fgd5	GSE83687_Colon_GroupUC-GroupControl_Up
Apcdd1	GSE83687_Colon_GroupUC-GroupControl_Up
Ephb1	GSE83687_Colon_GroupUC-GroupControl_Up
Car10	GSE83687_Colon_GroupUC-GroupControl_Down
Prom2	GSE83687_Colon_GroupUC-GroupControl_Down
Pip4p2	GSE83687_Colon_GroupUC-GroupControl_Up
Hspa13	GSE83687_Colon_GroupUC-GroupControl_Up
Samsn1	GSE83687_Colon_GroupUC-GroupControl_Up
Saxo1	GSE83687_Colon_GroupUC-GroupControl_Down
Micu3	GSE83687_Colon_GroupUC-GroupControl_Up
Nat3	GSE83687_Colon_GroupUC-GroupControl_Down
Nat2	GSE83687_Colon_GroupUC-GroupControl_Down
Nat1	GSE83687_Colon_GroupUC-GroupControl_Down
Mmp16	GSE83687_Colon_GroupUC-GroupControl_Up
Adamts3	GSE83687_Colon_GroupUC-GroupControl_Up
Cldn8	GSE83687_Colon_GroupUC-GroupControl_Down
Ankrd9	GSE83687_Colon_GroupUC-GroupControl_Down
Tdrd9	GSE83687_Colon_GroupUC-GroupControl_Up
Sh3rf2	GSE83687_Colon_GroupUC-GroupControl_Down
Cd109	GSE83687_Colon_GroupUC-GroupControl_Up
Ube2l6	GSE83687_Colon_GroupUC-GroupControl_Up
Lhfpl4	GSE83687_Colon_GroupUC-GroupControl_Down
Mpv17l	GSE83687_Colon_GroupUC-GroupControl_Down
Tmem171	GSE83687_Colon_GroupUC-GroupControl_Down
Cpt2	GSE83687_Colon_GroupUC-GroupControl_Down
Lrp8	GSE83687_Colon_GroupUC-GroupControl_Up
Mmp14	GSE83687_Colon_GroupUC-GroupControl_Up
Tmed6	GSE83687_Colon_GroupUC-GroupControl_Down
Dhrs1	GSE83687_Colon_GroupUC-GroupControl_Down
Fam81a	GSE83687_Colon_GroupUC-GroupControl_Down
Afap1l1	GSE83687_Colon_GroupUC-GroupControl_Up
Kcnj15	GSE83687_Colon_GroupUC-GroupControl_Up
Erg	GSE83687_Colon_GroupUC-GroupControl_Up
Tspan18	GSE83687_Colon_GroupUC-GroupControl_Up
Pakap	GSE83687_Colon_GroupUC-GroupControl_Up
Pakap	GSE83687_Colon_GroupUC-GroupControl_Up
Svopl	GSE83687_Colon_GroupUC-GroupControl_Down
Krtcap3	GSE83687_Colon_GroupUC-GroupControl_Down
Dzip1l	GSE83687_Colon_GroupUC-GroupControl_Up
Mras	GSE83687_Colon_GroupUC-GroupControl_Up
Shroom4	GSE83687_Colon_GroupUC-GroupControl_Up
Dnah3	GSE83687_Colon_GroupUC-GroupControl_Down
Alas2	GSE83687_Colon_GroupUC-GroupControl_Up
Vwa5b1	GSE83687_Colon_GroupUC-GroupControl_Down
Dmtn	GSE83687_Colon_GroupUC-GroupControl_Down
Adamts4	GSE83687_Colon_GroupUC-GroupControl_Up
Stc1	GSE83687_Colon_GroupUC-GroupControl_Up
Tnni1	GSE83687_Colon_GroupUC-GroupControl_Down
Ccdc24	GSE83687_Colon_GroupUC-GroupControl_Down
Cldn14	GSE83687_Colon_GroupUC-GroupControl_Up
Padi4	GSE83687_Colon_GroupUC-GroupControl_Up
C1rb	GSE83687_Colon_GroupUC-GroupControl_Up
C1ra	GSE83687_Colon_GroupUC-GroupControl_Up
Isl2	GSE83687_Colon_GroupUC-GroupControl_Up
Lypd5	GSE83687_Colon_GroupUC-GroupControl_Up
Ptgir	GSE83687_Colon_GroupUC-GroupControl_Up
Tmprss3	GSE83687_Colon_GroupUC-GroupControl_Up
Pde9a	GSE83687_Colon_GroupUC-GroupControl_Down
Adamts13	GSE83687_Colon_GroupUC-GroupControl_Down
Cacfd1	GSE83687_Colon_GroupUC-GroupControl_Down
Cox6b2	GSE83687_Colon_GroupUC-GroupControl_Down
Lrrc71	GSE83687_Colon_GroupUC-GroupControl_Up
Fgfr4	GSE83687_Colon_GroupUC-GroupControl_Down
Hk3	GSE83687_Colon_GroupUC-GroupControl_Up
Ppp1r16a	GSE83687_Colon_GroupUC-GroupControl_Down
Foxh1	GSE83687_Colon_GroupUC-GroupControl_Down
Bdh1	GSE83687_Colon_GroupUC-GroupControl_Down
Pgap3	GSE83687_Colon_GroupUC-GroupControl_Down
Cd300lg	GSE83687_Colon_GroupUC-GroupControl_Up
Bcl6b	GSE83687_Colon_GroupUC-GroupControl_Up
Meiob	GSE83687_Colon_GroupUC-GroupControl_Down
Hs3st6	GSE83687_Colon_GroupUC-GroupControl_Down
Bicdl2	GSE83687_Colon_GroupUC-GroupControl_Down
Shank2	GSE83687_Colon_GroupUC-GroupControl_Down
Tal1	GSE83687_Colon_GroupUC-GroupControl_Up
Fam151a	GSE83687_Colon_GroupUC-GroupControl_Down
Tmem82	GSE83687_Colon_GroupUC-GroupControl_Down
Pdpn	GSE83687_Colon_GroupUC-GroupControl_Up
Dhrs3	GSE83687_Colon_GroupUC-GroupControl_Down
C77080	GSE83687_Colon_GroupUC-GroupControl_Down
Ubxn10	GSE83687_Colon_GroupUC-GroupControl_Down
Camk2n1	GSE83687_Colon_GroupUC-GroupControl_Down
Alpl	GSE83687_Colon_GroupUC-GroupControl_Up
Nexn	GSE83687_Colon_GroupUC-GroupControl_Up
Dnajb4	GSE83687_Colon_GroupUC-GroupControl_Up
Adgrl4	GSE83687_Colon_GroupUC-GroupControl_Up
Gbp2	GSE83687_Colon_GroupUC-GroupControl_Up
Gbp2b	GSE83687_Colon_GroupUC-GroupControl_Up
Brinp3	GSE83687_Colon_GroupUC-GroupControl_Down
Vcam1	GSE83687_Colon_GroupUC-GroupControl_Up
Zfp281	GSE83687_Colon_GroupUC-GroupControl_Up
Olfml2b	GSE83687_Colon_GroupUC-GroupControl_Up
Fcgr4	GSE83687_Colon_GroupUC-GroupControl_Up
Klhdc9	GSE83687_Colon_GroupUC-GroupControl_Down
Lmx1a	GSE83687_Colon_GroupUC-GroupControl_Down
Tdrd5	GSE83687_Colon_GroupUC-GroupControl_Down
Sned1	GSE83687_Colon_GroupUC-GroupControl_Up
Kif26b	GSE83687_Colon_GroupUC-GroupControl_Up
Pkdcc	GSE83687_Colon_GroupUC-GroupControl_Down
Il24	GSE83687_Colon_GroupUC-GroupControl_Up
Fcamr	GSE83687_Colon_GroupUC-GroupControl_Down
Capn13	GSE83687_Colon_GroupUC-GroupControl_Down
Lratd1	GSE83687_Colon_GroupUC-GroupControl_Down
Coq8a	GSE83687_Colon_GroupUC-GroupControl_Down
Inhbb	GSE83687_Colon_GroupUC-GroupControl_Up
Msx1	GSE83687_Colon_GroupUC-GroupControl_Up
Gm5849	GSE83687_Colon_GroupUC-GroupControl_Up
Akp3	GSE83687_Colon_GroupUC-GroupControl_Down
Alppl2	GSE83687_Colon_GroupUC-GroupControl_Down
Alpi	GSE83687_Colon_GroupUC-GroupControl_Down
Dcst2	GSE83687_Colon_GroupUC-GroupControl_Down
Col6a3	GSE83687_Colon_GroupUC-GroupControl_Up
Igfn1	GSE83687_Colon_GroupUC-GroupControl_Down
Prok2	GSE83687_Colon_GroupUC-GroupControl_Up
Fstl1	GSE83687_Colon_GroupUC-GroupControl_Up
Elf3	GSE83687_Colon_GroupUC-GroupControl_Down
Igfbp7	GSE83687_Colon_GroupUC-GroupControl_Up
Fev	GSE83687_Colon_GroupUC-GroupControl_Down
Cryba2	GSE83687_Colon_GroupUC-GroupControl_Down
Ihh	GSE83687_Colon_GroupUC-GroupControl_Down
Retnlb	GSE83687_Colon_GroupUC-GroupControl_Down
Retnlg	GSE83687_Colon_GroupUC-GroupControl_Down
Retnla	GSE83687_Colon_GroupUC-GroupControl_Down
Hdac11	GSE83687_Colon_GroupUC-GroupControl_Down
Suclg1	GSE83687_Colon_GroupUC-GroupControl_Down
Ifi204	GSE83687_Colon_GroupUC-GroupControl_Up
Mndal	GSE83687_Colon_GroupUC-GroupControl_Up
Ifi205	GSE83687_Colon_GroupUC-GroupControl_Up
Ifi211	GSE83687_Colon_GroupUC-GroupControl_Up
Ifi213	GSE83687_Colon_GroupUC-GroupControl_Up
Ifi214	GSE83687_Colon_GroupUC-GroupControl_Up
Ifi208	GSE83687_Colon_GroupUC-GroupControl_Up
