GeneName	condition
Adgrg6	GSE16879_Colon_Up_DEGs_UC
Adgrg6	GSE16879_Colon_Up_DEGs_CD
Adgrg7	GSE16879_Colon_Up_DEGs_UC
Adgrg7	GSE16879_Colon_Up_DEGs_CD
Adgrl4	GSE16879_Colon_Up_DEGs_UC
Adh1	GSE16879_Colon_Down_DEGs_UC
Adh1	GSE16879_Colon_Down_DEGs_CD
Adh6b	GSE16879_Colon_Down_DEGs_UC
Adh6b	GSE16879_Colon_Down_DEGs_CD
Adm	GSE16879_Colon_Up_DEGs_UC
Adm	GSE16879_Colon_Up_DEGs_CD
Aff3	GSE16879_Colon_Up_DEGs_UC
Afg3l2	GSE16879_Colon_Down_DEGs_UC
Agfg2	GSE16879_Colon_Down_DEGs_UC
Ago4	GSE16879_Colon_Up_DEGs_UC
Agpat4	GSE16879_Colon_Up_DEGs_CD
Agpat4	GSE16879_Colon_Up_DEGs_UC
Agr2	GSE16879_Colon_Up_DEGs_CD
Agr2	GSE16879_Colon_Up_DEGs_UC
Agt	GSE16879_Colon_Up_DEGs_CD
Agt	GSE16879_Colon_Up_DEGs_UC
Agtrap	GSE16879_Colon_Up_DEGs_UC
Agxt	GSE16879_Colon_Down_DEGs_CD
Ahcyl2	GSE16879_Colon_Down_DEGs_CD
Ahcyl2	GSE16879_Colon_Down_DEGs_UC
Ahr	GSE16879_Colon_Up_DEGs_UC
Ahr	GSE16879_Colon_Up_DEGs_CD
Aif1	GSE16879_Colon_Up_DEGs_CD
Aif1	GSE16879_Colon_Up_DEGs_UC
Aifm3	GSE16879_Colon_Down_DEGs_UC
Aim2	GSE16879_Colon_Up_DEGs_UC
Aim2	GSE16879_Colon_Up_DEGs_CD
Akap1	GSE16879_Colon_Down_DEGs_UC
Akirin2	GSE16879_Colon_Up_DEGs_UC
Akt3	GSE16879_Colon_Up_DEGs_CD
Akt3	GSE16879_Colon_Up_DEGs_UC
Alad	GSE16879_Colon_Down_DEGs_CD
Alad	GSE16879_Colon_Down_DEGs_UC
Alcam	GSE16879_Colon_Up_DEGs_CD
Alcam	GSE16879_Colon_Up_DEGs_UC
Aldh18a1	GSE16879_Colon_Down_DEGs_CD
Aldh18a1	GSE16879_Colon_Down_DEGs_UC
Aldh1a2	GSE16879_Colon_Up_DEGs_CD
Aldh1a2	GSE16879_Colon_Up_DEGs_UC
Aldh3b1	GSE16879_Colon_Up_DEGs_UC
Aldh5a1	GSE16879_Colon_Down_DEGs_UC
Aldh6a1	GSE16879_Colon_Down_DEGs_UC
Aldob	GSE16879_Colon_Up_DEGs_UC
Alkbh7	GSE16879_Colon_Down_DEGs_UC
Alox5	GSE16879_Colon_Up_DEGs_UC
Alox5	GSE16879_Colon_Up_DEGs_CD
Alox5ap	GSE16879_Colon_Up_DEGs_UC
Alpk1	GSE16879_Colon_Up_DEGs_UC
Alpk1	GSE16879_Colon_Up_DEGs_CD
Alpk2	GSE16879_Colon_Up_DEGs_UC
Alpl	GSE16879_Colon_Up_DEGs_UC
Akp3	GSE16879_Colon_Down_DEGs_UC
Alpi	GSE16879_Colon_Down_DEGs_UC
Alppl2	GSE16879_Colon_Down_DEGs_UC
Amacr	GSE16879_Colon_Down_DEGs_CD
Amacr	GSE16879_Colon_Down_DEGs_UC
Amer3	GSE16879_Colon_Down_DEGs_UC
Amn	GSE16879_Colon_Down_DEGs_CD
Amph	GSE16879_Colon_Up_DEGs_CD
Amph	GSE16879_Colon_Up_DEGs_UC
Amt	GSE16879_Colon_Down_DEGs_UC
Angptl1	GSE16879_Colon_Down_DEGs_UC
Angptl2	GSE16879_Colon_Up_DEGs_UC
Angptl4	GSE16879_Colon_Up_DEGs_UC
Ank1	GSE16879_Colon_Up_DEGs_UC
Ank1	GSE16879_Colon_Up_DEGs_CD
Ank3	GSE16879_Colon_Down_DEGs_UC
Ank3	GSE16879_Colon_Down_DEGs_CD
Ankdd1a	GSE16879_Colon_Up_DEGs_UC
Ank	GSE16879_Colon_Down_DEGs_CD
Ank	GSE16879_Colon_Down_DEGs_UC
Ankrd12	GSE16879_Colon_Up_DEGs_UC
Ankrd12	GSE16879_Colon_Up_DEGs_CD
Ankrd22	GSE16879_Colon_Up_DEGs_UC
Ankrd22	GSE16879_Colon_Up_DEGs_CD
Ankrd28	GSE16879_Colon_Up_DEGs_UC
Ankrd44	GSE16879_Colon_Up_DEGs_CD
Ankrd44	GSE16879_Colon_Up_DEGs_UC
Ankrd9	GSE16879_Colon_Down_DEGs_UC
Anln	GSE16879_Colon_Up_DEGs_UC
Anln	GSE16879_Colon_Up_DEGs_CD
Ano1	GSE16879_Colon_Up_DEGs_UC
Anp32e	GSE16879_Colon_Up_DEGs_UC
Anxa1	GSE16879_Colon_Up_DEGs_UC
Anxa1	GSE16879_Colon_Up_DEGs_CD
Anxa3	GSE16879_Colon_Up_DEGs_UC
Anxa5	GSE16879_Colon_Up_DEGs_CD
Anxa5	GSE16879_Colon_Up_DEGs_UC
Anxa6	GSE16879_Colon_Up_DEGs_UC
Doxl1	GSE16879_Colon_Down_DEGs_UC
Svs1	GSE16879_Colon_Down_DEGs_UC
Aoc1	GSE16879_Colon_Down_DEGs_UC
Doxl2	GSE16879_Colon_Down_DEGs_UC
Ap1s2	GSE16879_Colon_Up_DEGs_UC
Ap1s3	GSE16879_Colon_Up_DEGs_UC
Ap3d1	GSE16879_Colon_Up_DEGs_UC
Apba2	GSE16879_Colon_Up_DEGs_UC
Apbb1ip	GSE16879_Colon_Up_DEGs_CD
Apbb1ip	GSE16879_Colon_Up_DEGs_UC
Apc	GSE16879_Colon_Down_DEGs_UC
Apc	GSE16879_Colon_Down_DEGs_CD
Apip	GSE16879_Colon_Up_DEGs_CD
Apip	GSE16879_Colon_Up_DEGs_UC
Aplnr	GSE16879_Colon_Up_DEGs_UC
Aplp2	GSE16879_Colon_Down_DEGs_UC
Apoc1	GSE16879_Colon_Up_DEGs_CD
Apoc1	GSE16879_Colon_Up_DEGs_UC
Apoe	GSE16879_Colon_Up_DEGs_CD
Apoe	GSE16879_Colon_Up_DEGs_UC
Apol10b	GSE16879_Colon_Up_DEGs_CD
Apol11a	GSE16879_Colon_Up_DEGs_CD
Apol10a	GSE16879_Colon_Up_DEGs_CD
Apol9a	GSE16879_Colon_Up_DEGs_CD
Apol9b	GSE16879_Colon_Up_DEGs_CD
Apol11b	GSE16879_Colon_Up_DEGs_CD
Apol10b	GSE16879_Colon_Up_DEGs_UC
Apol11a	GSE16879_Colon_Up_DEGs_UC
Apol10a	GSE16879_Colon_Up_DEGs_UC
Apol9a	GSE16879_Colon_Up_DEGs_UC
Apol9b	GSE16879_Colon_Up_DEGs_UC
Apol11b	GSE16879_Colon_Up_DEGs_UC
Apol10a	GSE16879_Colon_Up_DEGs_CD
Apol11b	GSE16879_Colon_Up_DEGs_CD
Apol10b	GSE16879_Colon_Up_DEGs_CD
Apol9a	GSE16879_Colon_Up_DEGs_CD
Apol9b	GSE16879_Colon_Up_DEGs_CD
Apol11a	GSE16879_Colon_Up_DEGs_CD
Apol10a	GSE16879_Colon_Up_DEGs_UC
Apol11b	GSE16879_Colon_Up_DEGs_UC
Apol10b	GSE16879_Colon_Up_DEGs_UC
Apol9a	GSE16879_Colon_Up_DEGs_UC
Apol9b	GSE16879_Colon_Up_DEGs_UC
Apol11a	GSE16879_Colon_Up_DEGs_UC
Apol6	GSE16879_Colon_Up_DEGs_UC
Apol6	GSE16879_Colon_Up_DEGs_CD
Apold1	GSE16879_Colon_Up_DEGs_UC
Appl2	GSE16879_Colon_Down_DEGs_UC
Appl2	GSE16879_Colon_Down_DEGs_CD
Aqp3	GSE16879_Colon_Up_DEGs_UC
Aqp3	GSE16879_Colon_Up_DEGs_CD
Aqp4	GSE16879_Colon_Up_DEGs_UC
Aqp7	GSE16879_Colon_Down_DEGs_UC
Aqp7	GSE16879_Colon_Down_DEGs_CD
Aqp9	GSE16879_Colon_Up_DEGs_UC
Areg	GSE16879_Colon_Up_DEGs_UC
Arf1	GSE16879_Colon_Up_DEGs_UC
Arfgap1	GSE16879_Colon_Up_DEGs_CD
Arfgap1	GSE16879_Colon_Up_DEGs_UC
Arfgap3	GSE16879_Colon_Up_DEGs_CD
Arfgap3	GSE16879_Colon_Up_DEGs_UC
Arglu1	GSE16879_Colon_Up_DEGs_UC
Arhgap15	GSE16879_Colon_Up_DEGs_UC
Arhgap25	GSE16879_Colon_Up_DEGs_UC
Arhgap25	GSE16879_Colon_Up_DEGs_CD
Arhgap26	GSE16879_Colon_Up_DEGs_UC
Arhgap29	GSE16879_Colon_Up_DEGs_UC
Arhgap30	GSE16879_Colon_Up_DEGs_UC
Arhgap30	GSE16879_Colon_Up_DEGs_CD
Arhgap9	GSE16879_Colon_Up_DEGs_UC
Arhgap9	GSE16879_Colon_Up_DEGs_CD
Arhgdib	GSE16879_Colon_Up_DEGs_UC
Arhgdib	GSE16879_Colon_Up_DEGs_CD
Arhgef10	GSE16879_Colon_Up_DEGs_UC
Arhgef3	GSE16879_Colon_Up_DEGs_UC
Arhgef6	GSE16879_Colon_Up_DEGs_UC
Arhgef9	GSE16879_Colon_Down_DEGs_UC
Arid3b	GSE16879_Colon_Up_DEGs_UC
Arl10	GSE16879_Colon_Down_DEGs_UC
Arl10	GSE16879_Colon_Down_DEGs_CD
Arl4c	GSE16879_Colon_Up_DEGs_UC
Arl4c	GSE16879_Colon_Up_DEGs_CD
Arl5b	GSE16879_Colon_Up_DEGs_UC
Arl8a	GSE16879_Colon_Up_DEGs_UC
Arl8a	GSE16879_Colon_Up_DEGs_CD
Armcx2	GSE16879_Colon_Up_DEGs_UC
Armcx2	GSE16879_Colon_Up_DEGs_CD
Armcx3	GSE16879_Colon_Up_DEGs_UC
Armcx3	GSE16879_Colon_Up_DEGs_CD
Arntl2	GSE16879_Colon_Up_DEGs_CD
Arntl2	GSE16879_Colon_Up_DEGs_UC
Arrb1	GSE16879_Colon_Down_DEGs_UC
Arrb1	GSE16879_Colon_Down_DEGs_CD
Arsb	GSE16879_Colon_Up_DEGs_CD
Art3	GSE16879_Colon_Up_DEGs_UC
Art3	GSE16879_Colon_Up_DEGs_CD
Asap1	GSE16879_Colon_Up_DEGs_CD
Asap1	GSE16879_Colon_Up_DEGs_UC
Asb10	GSE16879_Colon_Up_DEGs_UC
Asph	GSE16879_Colon_Up_DEGs_UC
Asph	GSE16879_Colon_Up_DEGs_CD
Asphd2	GSE16879_Colon_Up_DEGs_CD
Asphd2	GSE16879_Colon_Up_DEGs_UC
Aspm	GSE16879_Colon_Up_DEGs_UC
Asrgl1	GSE16879_Colon_Up_DEGs_UC
Asrgl1	GSE16879_Colon_Up_DEGs_CD
Ass1	GSE16879_Colon_Up_DEGs_CD
Ass1	GSE16879_Colon_Up_DEGs_UC
Aste1	GSE16879_Colon_Down_DEGs_UC
Aste1	GSE16879_Colon_Down_DEGs_CD
Atf6b	GSE16879_Colon_Up_DEGs_UC
Atg10	GSE16879_Colon_Down_DEGs_UC
Atg16l2	GSE16879_Colon_Up_DEGs_UC
Atm	GSE16879_Colon_Up_DEGs_CD
Atm	GSE16879_Colon_Up_DEGs_UC
Atoh7	GSE16879_Colon_Down_DEGs_UC
Atp10d	GSE16879_Colon_Up_DEGs_CD
Atp11a	GSE16879_Colon_Up_DEGs_UC
Atp11a	GSE16879_Colon_Up_DEGs_CD
Atp13a4	GSE16879_Colon_Down_DEGs_UC
Atp2b1	GSE16879_Colon_Down_DEGs_UC
Atp2c1	GSE16879_Colon_Up_DEGs_UC
Atp2c1	GSE16879_Colon_Up_DEGs_CD
Atp8b2	GSE16879_Colon_Up_DEGs_UC
Atp9a	GSE16879_Colon_Down_DEGs_UC
Atpaf1	GSE16879_Colon_Down_DEGs_UC
Atrx	GSE16879_Colon_Up_DEGs_CD
Atrx	GSE16879_Colon_Up_DEGs_UC
Auh	GSE16879_Colon_Down_DEGs_UC
Axl	GSE16879_Colon_Up_DEGs_UC
Azgp1	GSE16879_Colon_Up_DEGs_UC
Prss51	GSE16879_Colon_Up_DEGs_UC
Prss51	GSE16879_Colon_Up_DEGs_CD
B2m	GSE16879_Colon_Up_DEGs_UC
B2m	GSE16879_Colon_Up_DEGs_CD
B3galnt1	GSE16879_Colon_Up_DEGs_UC
B3gnt6	GSE16879_Colon_Up_DEGs_CD
B3gnt8	GSE16879_Colon_Down_DEGs_UC
Bace2	GSE16879_Colon_Up_DEGs_UC
Bace2	GSE16879_Colon_Up_DEGs_CD
Bach2	GSE16879_Colon_Up_DEGs_UC
Bag2	GSE16879_Colon_Up_DEGs_UC
Bag2	GSE16879_Colon_Up_DEGs_CD
Bag3	GSE16879_Colon_Up_DEGs_CD
Bag3	GSE16879_Colon_Up_DEGs_UC
Baiap2l1	GSE16879_Colon_Up_DEGs_UC
Bank1	GSE16879_Colon_Up_DEGs_UC
Bank1	GSE16879_Colon_Up_DEGs_CD
Basp1	GSE16879_Colon_Up_DEGs_UC
Basp1	GSE16879_Colon_Up_DEGs_CD
Batf	GSE16879_Colon_Up_DEGs_UC
Batf	GSE16879_Colon_Up_DEGs_CD
Batf2	GSE16879_Colon_Up_DEGs_CD
Batf2	GSE16879_Colon_Up_DEGs_UC
Bbs4	GSE16879_Colon_Up_DEGs_UC
Bbx	GSE16879_Colon_Up_DEGs_UC
Bbx	GSE16879_Colon_Up_DEGs_CD
Bcar3	GSE16879_Colon_Down_DEGs_UC
Bcar3	GSE16879_Colon_Down_DEGs_CD
Bcat1	GSE16879_Colon_Up_DEGs_CD
Bcat1	GSE16879_Colon_Up_DEGs_UC
Bcat2	GSE16879_Colon_Down_DEGs_UC
Bcl2a1d	GSE16879_Colon_Up_DEGs_UC
Bcl2a1c	GSE16879_Colon_Up_DEGs_UC
Gm29094	GSE16879_Colon_Up_DEGs_UC
Bcl2a1a	GSE16879_Colon_Up_DEGs_UC
Bcl2a1b	GSE16879_Colon_Up_DEGs_UC
Bcl2l11	GSE16879_Colon_Down_DEGs_UC
Bcl2l11	GSE16879_Colon_Down_DEGs_CD
Bcl6	GSE16879_Colon_Up_DEGs_CD
Bcl6	GSE16879_Colon_Up_DEGs_UC
Bdh1	GSE16879_Colon_Down_DEGs_CD
Bdh2	GSE16879_Colon_Down_DEGs_CD
Bean1	GSE16879_Colon_Up_DEGs_UC
Bet1l	GSE16879_Colon_Up_DEGs_UC
Gm45785	GSE16879_Colon_Up_DEGs_UC
Bgn	GSE16879_Colon_Up_DEGs_UC
Bhlha15	GSE16879_Colon_Up_DEGs_CD
Bhlha15	GSE16879_Colon_Up_DEGs_UC
Bhlhe40	GSE16879_Colon_Up_DEGs_UC
Bhlhe40	GSE16879_Colon_Up_DEGs_CD
Bicd1	GSE16879_Colon_Up_DEGs_CD
Bicd1	GSE16879_Colon_Up_DEGs_UC
Birc3	GSE16879_Colon_Up_DEGs_CD
Birc3	GSE16879_Colon_Up_DEGs_UC
Birc5	GSE16879_Colon_Up_DEGs_UC
Birc5	GSE16879_Colon_Up_DEGs_CD
Blvra	GSE16879_Colon_Up_DEGs_CD
Blvra	GSE16879_Colon_Up_DEGs_UC
Bmp1	GSE16879_Colon_Down_DEGs_CD
Bnip2	GSE16879_Colon_Up_DEGs_UC
Bnip2	GSE16879_Colon_Up_DEGs_CD
Bnip3	GSE16879_Colon_Up_DEGs_UC
Bnip3	GSE16879_Colon_Up_DEGs_CD
Bpnt1	GSE16879_Colon_Down_DEGs_UC
Brf1	GSE16879_Colon_Up_DEGs_UC
Brinp3	GSE16879_Colon_Down_DEGs_CD
Brinp3	GSE16879_Colon_Down_DEGs_UC
Bst2	GSE16879_Colon_Up_DEGs_UC
Bst2	GSE16879_Colon_Up_DEGs_CD
Btbd19	GSE16879_Colon_Up_DEGs_UC
Btbd3	GSE16879_Colon_Down_DEGs_UC
Btg3	GSE16879_Colon_Down_DEGs_UC
Btg3	GSE16879_Colon_Down_DEGs_CD
Btk	GSE16879_Colon_Up_DEGs_CD
Btk	GSE16879_Colon_Up_DEGs_UC
Gm36028	GSE16879_Colon_Up_DEGs_CD
Gm36028	GSE16879_Colon_Up_DEGs_UC
Btnl9	GSE16879_Colon_Up_DEGs_UC
Bub1	GSE16879_Colon_Up_DEGs_UC
4933411K16Rik	GSE16879_Colon_Down_DEGs_UC
Gm13889	GSE16879_Colon_Up_DEGs_UC
AI467606	GSE16879_Colon_Up_DEGs_UC
1810013L24Rik	GSE16879_Colon_Up_DEGs_UC
4933402J07Rik	GSE16879_Colon_Down_DEGs_UC
1700018B08Rik	GSE16879_Colon_Down_DEGs_UC
2310011J03Rik	GSE16879_Colon_Down_DEGs_UC
C130074G19Rik	GSE16879_Colon_Down_DEGs_CD
C130074G19Rik	GSE16879_Colon_Down_DEGs_UC
I830077J02Rik	GSE16879_Colon_Up_DEGs_UC
1700025G04Rik	GSE16879_Colon_Down_DEGs_UC
2610528J11Rik	GSE16879_Colon_Down_DEGs_UC
BC028528	GSE16879_Colon_Up_DEGs_CD
BC028528	GSE16879_Colon_Up_DEGs_UC
C1qa	GSE16879_Colon_Up_DEGs_UC
C1rb	GSE16879_Colon_Up_DEGs_UC
C1ra	GSE16879_Colon_Up_DEGs_UC
C1rb	GSE16879_Colon_Up_DEGs_CD
C1ra	GSE16879_Colon_Up_DEGs_CD
C1s2	GSE16879_Colon_Up_DEGs_CD
C1s1	GSE16879_Colon_Up_DEGs_CD
C1s2	GSE16879_Colon_Up_DEGs_UC
C1s1	GSE16879_Colon_Up_DEGs_UC
C2	GSE16879_Colon_Up_DEGs_CD
C2	GSE16879_Colon_Up_DEGs_UC
D16Ertd472e	GSE16879_Colon_Up_DEGs_UC
1700019D03Rik	GSE16879_Colon_Down_DEGs_UC
1700019D03Rik	GSE16879_Colon_Down_DEGs_CD
C3	GSE16879_Colon_Up_DEGs_UC
C3	GSE16879_Colon_Up_DEGs_CD
C3ar1	GSE16879_Colon_Up_DEGs_UC
3830406C13Rik	GSE16879_Colon_Up_DEGs_UC
Gm49355	GSE16879_Colon_Up_DEGs_UC
3830406C13Rik	GSE16879_Colon_Up_DEGs_CD
Gm49355	GSE16879_Colon_Up_DEGs_CD
C4bp	GSE16879_Colon_Up_DEGs_UC
C4bp	GSE16879_Colon_Up_DEGs_CD
1810037I17Rik	GSE16879_Colon_Up_DEGs_UC
Gm17359	GSE16879_Colon_Up_DEGs_UC
C5ar1	GSE16879_Colon_Up_DEGs_UC
1600012H06Rik	GSE16879_Colon_Down_DEGs_UC
Car1	GSE16879_Colon_Down_DEGs_CD
Car1	GSE16879_Colon_Down_DEGs_UC
Car2	GSE16879_Colon_Down_DEGs_UC
Car4	GSE16879_Colon_Down_DEGs_CD
Car4	GSE16879_Colon_Down_DEGs_UC
Car7	GSE16879_Colon_Down_DEGs_UC
Cabp5	GSE16879_Colon_Up_DEGs_UC
Cabp7	GSE16879_Colon_Up_DEGs_UC
Cadm1	GSE16879_Colon_Up_DEGs_UC
Cadm3	GSE16879_Colon_Down_DEGs_UC
Calcr	GSE16879_Colon_Up_DEGs_CD
Calcrl	GSE16879_Colon_Up_DEGs_UC
Calhm2	GSE16879_Colon_Up_DEGs_UC
Calhm2	GSE16879_Colon_Up_DEGs_CD
Calu	GSE16879_Colon_Up_DEGs_CD
Calu	GSE16879_Colon_Up_DEGs_UC
Camk2n1	GSE16879_Colon_Down_DEGs_UC
Camk2n1	GSE16879_Colon_Down_DEGs_CD
Capn5	GSE16879_Colon_Down_DEGs_UC
Capn6	GSE16879_Colon_Up_DEGs_UC
Card11	GSE16879_Colon_Up_DEGs_UC
Casp1	GSE16879_Colon_Up_DEGs_UC
Casp1	GSE16879_Colon_Up_DEGs_CD
Card6	GSE16879_Colon_Up_DEGs_CD
Card6	GSE16879_Colon_Up_DEGs_UC
Casp1	GSE16879_Colon_Up_DEGs_UC
Casp1	GSE16879_Colon_Up_DEGs_CD
Casp6	GSE16879_Colon_Down_DEGs_UC
Catsperb	GSE16879_Colon_Up_DEGs_UC
Catsperb	GSE16879_Colon_Up_DEGs_CD
Catsperg1	GSE16879_Colon_Up_DEGs_UC
Catsperg2	GSE16879_Colon_Up_DEGs_UC
Cav1	GSE16879_Colon_Up_DEGs_UC
Cav2	GSE16879_Colon_Up_DEGs_UC
Cbfb	GSE16879_Colon_Up_DEGs_UC
Cbl	GSE16879_Colon_Up_DEGs_UC
Cbl	GSE16879_Colon_Up_DEGs_CD
Cbr3	GSE16879_Colon_Up_DEGs_CD
Cbr3	GSE16879_Colon_Up_DEGs_UC
Cbx4	GSE16879_Colon_Up_DEGs_UC
Ccdc115	GSE16879_Colon_Down_DEGs_UC
Ccdc13	GSE16879_Colon_Down_DEGs_CD
Ccdc13	GSE16879_Colon_Down_DEGs_UC
Ccdc150	GSE16879_Colon_Up_DEGs_CD
Ccdc150	GSE16879_Colon_Up_DEGs_UC
Ccdc167	GSE16879_Colon_Up_DEGs_UC
Ccdc167	GSE16879_Colon_Up_DEGs_CD
Ccdc3	GSE16879_Colon_Up_DEGs_UC
Ccdc69	GSE16879_Colon_Up_DEGs_CD
Ccdc69	GSE16879_Colon_Up_DEGs_UC
Ccdc71l	GSE16879_Colon_Up_DEGs_UC
Ccdc88a	GSE16879_Colon_Up_DEGs_CD
Ccdc88a	GSE16879_Colon_Up_DEGs_UC
Ccdc88b	GSE16879_Colon_Up_DEGs_UC
Cck	GSE16879_Colon_Up_DEGs_UC
Ccl11	GSE16879_Colon_Up_DEGs_UC
Ccl3	GSE16879_Colon_Up_DEGs_UC
	GSE16879_Colon_Up_DEGs_UC
Ccl19	GSE16879_Colon_Up_DEGs_UC
	GSE16879_Colon_Up_DEGs_UC
Ccl19	GSE16879_Colon_Up_DEGs_UC
	GSE16879_Colon_Up_DEGs_CD
Ccl19	GSE16879_Colon_Up_DEGs_CD
	GSE16879_Colon_Up_DEGs_CD
Ccl19	GSE16879_Colon_Up_DEGs_CD
Ccl2	GSE16879_Colon_Up_DEGs_UC
Ccl20	GSE16879_Colon_Up_DEGs_CD
Ccl20	GSE16879_Colon_Up_DEGs_UC
Ccl22	GSE16879_Colon_Up_DEGs_UC
Ccl24	GSE16879_Colon_Up_DEGs_CD
Ccl24	GSE16879_Colon_Up_DEGs_UC
Ccl3	GSE16879_Colon_Up_DEGs_UC
Ccl4	GSE16879_Colon_Up_DEGs_UC
Ccm2l	GSE16879_Colon_Up_DEGs_UC
Ccm2l	GSE16879_Colon_Up_DEGs_CD
Ccna2	GSE16879_Colon_Up_DEGs_UC
Ccna2	GSE16879_Colon_Up_DEGs_CD
Ccnd2	GSE16879_Colon_Up_DEGs_CD
Ccnd2	GSE16879_Colon_Up_DEGs_UC
Ccr1	GSE16879_Colon_Up_DEGs_CD
Ccr1l1	GSE16879_Colon_Up_DEGs_CD
Ccr1	GSE16879_Colon_Up_DEGs_UC
Ccr1l1	GSE16879_Colon_Up_DEGs_UC
Ccr10	GSE16879_Colon_Up_DEGs_UC
Ccr2	GSE16879_Colon_Up_DEGs_UC
Ccr5	GSE16879_Colon_Up_DEGs_UC
Ccr6	GSE16879_Colon_Up_DEGs_UC
Ccr7	GSE16879_Colon_Up_DEGs_UC
Ccr7	GSE16879_Colon_Up_DEGs_CD
Cd101	GSE16879_Colon_Down_DEGs_CD
Cd109	GSE16879_Colon_Up_DEGs_UC
Cd160	GSE16879_Colon_Down_DEGs_UC
Cd177	GSE16879_Colon_Down_DEGs_UC
Cd177	GSE16879_Colon_Down_DEGs_CD
Cd180	GSE16879_Colon_Up_DEGs_CD
Cd180	GSE16879_Colon_Up_DEGs_UC
Cd19	GSE16879_Colon_Up_DEGs_UC
Cd2	GSE16879_Colon_Up_DEGs_CD
Cd2	GSE16879_Colon_Up_DEGs_UC
Cd200	GSE16879_Colon_Up_DEGs_UC
Cd22	GSE16879_Colon_Up_DEGs_UC
Cd247	GSE16879_Colon_Up_DEGs_UC
Cd27	GSE16879_Colon_Up_DEGs_CD
Cd27	GSE16879_Colon_Up_DEGs_UC
Cd274	GSE16879_Colon_Up_DEGs_CD
Cd274	GSE16879_Colon_Up_DEGs_UC
Cd300a	GSE16879_Colon_Up_DEGs_UC
Cd300a	GSE16879_Colon_Up_DEGs_CD
Cd300ld5	GSE16879_Colon_Up_DEGs_CD
Cd300ld2	GSE16879_Colon_Up_DEGs_CD
Cd300ld	GSE16879_Colon_Up_DEGs_CD
Cd300lf	GSE16879_Colon_Up_DEGs_CD
Cd300ld3	GSE16879_Colon_Up_DEGs_CD
Cd300ld4	GSE16879_Colon_Up_DEGs_CD
Cd300ld5	GSE16879_Colon_Up_DEGs_UC
Cd300ld2	GSE16879_Colon_Up_DEGs_UC
Cd300ld	GSE16879_Colon_Up_DEGs_UC
Cd300lf	GSE16879_Colon_Up_DEGs_UC
Cd300ld3	GSE16879_Colon_Up_DEGs_UC
Cd300ld4	GSE16879_Colon_Up_DEGs_UC
Cd37	GSE16879_Colon_Up_DEGs_UC
Cd38	GSE16879_Colon_Up_DEGs_UC
Cd38	GSE16879_Colon_Up_DEGs_CD
Cd3d	GSE16879_Colon_Up_DEGs_UC
Cd3e	GSE16879_Colon_Up_DEGs_UC
Cd3e	GSE16879_Colon_Up_DEGs_CD
Cd40	GSE16879_Colon_Up_DEGs_UC
Cd40	GSE16879_Colon_Up_DEGs_CD
Cd44	GSE16879_Colon_Up_DEGs_UC
Cd44	GSE16879_Colon_Up_DEGs_CD
Cd47	GSE16879_Colon_Up_DEGs_UC
Cd48	GSE16879_Colon_Up_DEGs_CD
Cd48	GSE16879_Colon_Up_DEGs_UC
Cd52	GSE16879_Colon_Up_DEGs_CD
Cd52	GSE16879_Colon_Up_DEGs_UC
Cd53	GSE16879_Colon_Up_DEGs_UC
Cd53	GSE16879_Colon_Up_DEGs_CD
Cd55	GSE16879_Colon_Up_DEGs_CD
Cd55b	GSE16879_Colon_Up_DEGs_CD
Cd55	GSE16879_Colon_Up_DEGs_UC
Cd55b	GSE16879_Colon_Up_DEGs_UC
Cd69	GSE16879_Colon_Up_DEGs_CD
Cd69	GSE16879_Colon_Up_DEGs_UC
Cd72	GSE16879_Colon_Up_DEGs_UC
Cd72	GSE16879_Colon_Up_DEGs_CD
Cd74	GSE16879_Colon_Up_DEGs_UC
Cd74	GSE16879_Colon_Up_DEGs_CD
Cd79a	GSE16879_Colon_Up_DEGs_UC
Cd79b	GSE16879_Colon_Up_DEGs_UC
Cd80	GSE16879_Colon_Up_DEGs_UC
Cd81	GSE16879_Colon_Up_DEGs_UC
Cd81	GSE16879_Colon_Up_DEGs_CD
Cd82	GSE16879_Colon_Up_DEGs_UC
Cd83	GSE16879_Colon_Up_DEGs_CD
Cd83	GSE16879_Colon_Up_DEGs_UC
Cd84	GSE16879_Colon_Up_DEGs_CD
Cd84	GSE16879_Colon_Up_DEGs_UC
Cd86	GSE16879_Colon_Up_DEGs_UC
Cd86	GSE16879_Colon_Up_DEGs_CD
Cd93	GSE16879_Colon_Up_DEGs_UC
Cdc25b	GSE16879_Colon_Up_DEGs_CD
Cdc25b	GSE16879_Colon_Up_DEGs_UC
Cdc25c	GSE16879_Colon_Up_DEGs_UC
Cdc42bpa	GSE16879_Colon_Down_DEGs_UC
Cdc42ep2	GSE16879_Colon_Up_DEGs_CD
Cdc42ep2	GSE16879_Colon_Up_DEGs_UC
Cdc45	GSE16879_Colon_Up_DEGs_UC
Cdca2	GSE16879_Colon_Up_DEGs_UC
Cdh1	GSE16879_Colon_Down_DEGs_UC
Cdh11	GSE16879_Colon_Up_DEGs_UC
Cdh11	GSE16879_Colon_Up_DEGs_CD
Cdh3	GSE16879_Colon_Up_DEGs_UC
Cdh5	GSE16879_Colon_Up_DEGs_UC
Cdhr3	GSE16879_Colon_Up_DEGs_CD
Cdhr5	GSE16879_Colon_Down_DEGs_CD
